GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
0500000US12009,12009,"Brevard County, Florida",163354,4697,8603,1624,11331,1664,15411,2155,13293,1768,11030,1413,9038,1577,7618,1273,10122,1553,8789,1285,17436,2235,15490,2012,18248,2203,7543,1248,4097,959,2873,920,589,257,1843,636
0500000US12011,12011,"Broward County, Florida",415408,7113,5659,1089,7442,1144,18761,2089,23906,2278,26717,2817,23720,2244,20191,2424,20282,2596,18970,2383,42205,3071,41720,3255,66035,3958,41017,3403,24952,2516,14606,1884,6853,1530,12372,1866
0500000US12015,12015,"Charlotte County, Florida",58478,2844,2123,688,3585,842,6041,1105,4960,960,5766,1212,5286,1036,4333,967,3509,932,3167,1002,5828,1115,4150,991,5688,1130,2025,738,876,400,450,297,443,300,248,216
0500000US12017,12017,"Citrus County, Florida",51387,2557,5800,1215,7162,1379,6804,1146,5775,1237,3480,870,3679,1010,4063,1201,3136,1074,1876,712,3106,754,2427,780,2509,823,942,534,375,300,134,216,119,195,0,221
0500000US12019,12019,"Clay County, Florida",55903,2914,1069,427,4823,1212,3566,909,2672,946,3337,1120,2949,910,3252,1023,2968,866,2744,998,6527,1409,7119,1572,8058,1730,4630,1102,1603,950,140,163,68,115,378,289
0500000US12021,12021,"Collier County, Florida",101132,3395,1804,649,3304,870,4806,1345,5473,1258,6663,1324,6322,1234,6606,1356,4015,959,4810,1153,12441,2341,8494,1499,14613,2114,7809,1316,5281,1306,3305,902,1402,570,3984,723
0500000US12023,12023,"Columbia County, Florida",16904,1524,1345,613,2242,775,1825,724,1427,631,472,368,961,465,1474,647,962,524,572,335,1940,587,1506,625,1178,551,634,374,172,162,0,221,0,221,194,116
0500000US12031,12031,"Duval County, Florida",202485,4915,4730,1118,11535,1493,13968,1705,14061,1670,11340,1577,13132,1926,9639,1750,11493,1596,12692,2127,26624,2665,22294,2541,28008,2938,11421,1867,5585,1158,1846,584,1313,544,2804,734
0500000US12033,12033,"Escambia County, Florida",72654,2945,2781,720,6266,1158,8747,1186,5411,1072,4655,1058,6055,1194,4340,910,4392,1009,4095,1069,9376,1708,5937,1294,6238,1280,2340,673,922,488,540,338,229,229,330,247
0500000US12035,12035,"Flagler County, Florida",30509,1767,776,362,1526,739,2922,818,3397,892,2616,771,1723,690,1853,527,1684,540,1339,525,4136,1041,3490,897,3231,832,812,547,405,261,129,151,103,125,367,224
0500000US12053,12053,"Hernando County, Florida",58214,2195,4649,1057,7176,938,6379,1248,4705,860,4199,972,3289,821,4606,1215,3864,899,2612,938,6197,1307,4503,1063,3256,793,1975,865,518,331,201,214,42,69,43,69
0500000US12055,12055,"Highlands County, Florida",28468,1834,4488,1030,5068,1129,3758,903,3067,769,1654,589,1735,630,1601,533,1200,516,1649,679,2111,727,847,495,792,423,294,239,181,161,23,37,0,221,0,221
0500000US12057,12057,"Hillsborough County, Florida",292852,6323,11569,1475,15371,1754,18662,1769,16280,1881,15799,1759,13662,1700,14634,1801,14633,1466,14741,1945,36223,2479,32057,2795,40241,2872,21529,1904,11222,1781,7592,1339,2741,658,5896,1074
0500000US12061,12061,"Indian River County, Florida",43141,2589,2754,975,2653,877,4453,1065,4002,1094,3473,953,3058,936,2100,862,3488,912,2254,720,3852,941,3251,893,3337,922,2163,563,436,301,615,291,355,252,897,441
0500000US12069,12069,"Lake County, Florida",94735,3154,4208,1034,6273,1195,12403,1954,9510,1527,6684,1509,7093,1292,4966,1061,4157,1381,3735,1005,12186,1774,6975,1462,10224,1947,3560,1018,1473,673,469,314,607,459,212,201
0500000US12071,12071,"Lee County, Florida",183684,4788,8805,1216,11629,1944,10609,1593,12579,1759,10837,1496,12529,1619,14202,1823,11014,1603,10989,1459,21278,2365,15873,2287,21066,2326,9830,1390,5207,1235,2970,873,1402,534,2865,821
0500000US12073,12073,"Leon County, Florida",58115,2183,1625,711,3257,834,4034,889,3646,787,2793,644,2088,544,2735,684,3689,939,3100,831,8268,1460,6068,1089,9935,1324,3110,846,2201,625,1092,511,248,220,226,194
0500000US12081,12081,"Manatee County, Florida",99095,2816,4485,944,6209,1475,7166,1071,6593,1111,7528,1410,7166,1109,5957,1348,4839,1129,4625,965,11710,1507,7921,1099,12731,1656,6191,1102,2971,841,1289,435,524,285,1190,456
0500000US12083,12083,"Marion County, Florida",95971,3815,6347,1401,13551,1974,11994,1855,8336,1226,8222,1589,6476,1296,5912,1354,5413,1208,5429,1219,11332,2049,5387,1342,4856,1335,1135,504,776,515,462,397,126,148,217,210
0500000US12085,12085,"Martin County, Florida",48827,2372,1479,523,2104,820,2964,753,3513,842,4928,1113,4399,1234,2971,829,2734,984,2308,864,4055,957,3722,912,5802,1281,3284,815,2074,808,1005,408,216,172,1269,431
0500000US12086,12086,"Miami-Dade County, Florida",446018,7752,8717,1461,14783,1882,20629,2367,22444,1974,20543,2560,19740,2309,23151,2214,18622,1918,19034,2229,44799,3604,47092,3324,84254,4645,43672,3220,22927,2356,15014,1722,6022,1134,14575,1574
0500000US12087,12087,"Monroe County, Florida",17449,1466,221,172,346,253,1283,525,709,351,1099,364,978,338,624,333,615,314,428,255,2130,678,982,365,1716,473,2000,610,1773,548,1009,402,452,236,1084,304
0500000US12089,12089,"Nassau County, Florida",24906,1716,1344,676,1010,470,2324,1029,793,430,1113,528,1071,517,918,382,731,506,834,426,3533,1015,4412,1173,3426,854,2057,920,372,264,341,268,239,188,388,252
0500000US12091,12091,"Okaloosa County, Florida",48748,2689,1240,462,2651,737,3886,723,2895,596,2362,719,2282,693,2390,872,2698,888,2386,768,5411,1234,7078,1500,7533,1282,3031,796,1099,415,942,359,317,239,547,269
0500000US12095,12095,"Orange County, Florida",251100,5857,4906,1143,8162,1229,13274,1934,14325,2193,16338,2183,11431,1659,10633,1567,13375,1700,11262,1464,32125,3169,31082,3302,42395,3629,20115,2937,10257,1764,4418,939,2268,659,4734,1231
0500000US12097,12097,"Osceola County, Florida",58219,3755,1897,718,2559,860,3715,976,5625,1523,4008,1170,1954,739,2339,899,1995,757,2810,1057,7796,1425,6860,1493,11619,2198,3221,1183,971,461,715,370,66,108,69,134
0500000US12099,12099,"Palm Beach County, Florida",362326,6612,6089,992,9276,1802,17677,2016,21875,2063,23506,2246,25222,2281,19958,2035,17387,1808,15949,2101,35570,2888,33188,2854,55722,3843,34149,2547,19252,2056,11178,1479,5857,1145,10471,1581
0500000US12101,12101,"Pasco County, Florida",140560,2950,11036,1386,12464,1571,12058,1414,10993,1427,8626,1220,8671,1112,7812,1061,7150,1078,5904,1151,15579,1604,11059,1421,16247,1787,6292,1183,3165,758,1817,640,452,341,1235,485
0500000US12103,12103,"Pinellas County, Florida",265182,5332,9625,1233,12668,1559,18885,2266,21687,2068,20603,1997,17736,2039,14922,1762,14640,1391,13873,1827,27793,2184,27697,2371,30336,2421,15565,1673,8366,1318,4981,1012,2637,670,3168,748
0500000US12105,12105,"Polk County, Florida",153753,4435,8163,1559,14272,1758,14849,1931,13295,1599,11347,1685,9377,1529,8753,1497,8903,1339,9625,1392,20091,2260,14752,2230,11488,1638,5859,1234,1186,411,685,337,728,473,380,252
0500000US12107,12107,"Putnam County, Florida",20320,1448,2498,844,4289,941,2938,777,1505,583,1590,622,2119,778,1658,608,676,334,700,447,1210,484,416,278,469,265,32,57,72,121,111,135,37,60,0,221
0500000US12109,12109,"St. Johns County, Florida",65846,2725,1030,570,2497,756,3719,1037,3748,891,3029,871,2727,837,3582,1082,2874,895,2156,709,6628,1300,5658,1286,11011,2294,7447,1778,5064,1511,1930,670,1259,555,1487,585
0500000US12111,12111,"St. Lucie County, Florida",77775,3814,3368,1058,4804,1134,6449,1350,6846,1608,4522,938,4972,1304,4355,1070,4566,1339,4981,1409,10336,1587,8777,1877,9066,1837,2112,953,1647,943,341,288,387,309,246,216
0500000US12113,12113,"Santa Rosa County, Florida",46575,2215,804,418,3226,942,2925,973,4166,1009,2338,725,2683,891,2842,802,2249,859,1808,678,7288,1492,5526,1525,5752,1151,2806,1044,1076,575,134,161,149,178,803,439
0500000US12115,12115,"Sarasota County, Florida",134542,4020,4645,1150,8711,1347,9889,1477,11070,1846,12938,1644,10058,1835,7195,1385,7177,1313,7164,1092,15736,2258,11777,2039,13316,1727,6154,1132,3467,929,2152,535,795,324,2298,588
0500000US12117,12117,"Seminole County, Florida",107604,3054,1633,640,2611,763,5584,1198,5572,1011,5969,1202,5207,1137,5189,1093,5548,1191,4874,1019,13492,1802,12333,1819,21185,2149,9837,1636,4452,943,2000,636,1022,527,1096,517
0500000US12119,12119,"Sumter County, Florida",46693,2737,3026,869,4220,1064,5874,1562,7379,1364,4887,1421,4215,1324,2244,890,1573,580,2425,1025,2848,1030,2351,900,4105,1174,855,456,476,351,43,94,91,132,81,134
0500000US12127,12127,"Volusia County, Florida",149695,4458,8521,1464,12131,1592,15151,1479,11626,1406,10981,1856,9796,1350,9359,1489,8106,1536,8752,1548,17474,1914,14326,1869,15100,1947,5649,1351,1307,441,429,237,187,163,800,428
0500000US12131,12131,"Walton County, Florida",18834,1845,2094,966,1429,561,1898,707,1183,518,836,503,850,525,1490,782,700,470,997,661,1627,700,1405,737,1691,657,1215,616,375,252,334,287,223,261,487,275
0500000US13013,13013,"Barrow County, Georgia",17344,1228,463,248,1168,472,1045,416,1655,387,848,392,1023,494,664,296,1363,446,1116,360,3638,732,2460,526,1237,542,286,189,213,151,45,75,49,86,71,122
0500000US13015,13015,"Bartow County, Georgia",21529,1743,554,376,1912,680,2388,744,923,457,1570,581,1123,584,1288,647,479,318,1732,797,3252,942,1991,803,2798,826,886,544,191,189,211,188,0,218,231,206
0500000US13021,13021,"Bibb County, Georgia",29657,1707,790,351,2406,724,3203,752,3250,904,1759,643,1582,465,2003,712,2382,813,2093,670,3235,824,2332,735,2958,754,1179,530,179,182,123,167,183,161,0,218
0500000US13031,13031,"Bulloch County, Georgia",14951,1259,1157,590,1430,524,2304,817,746,379,480,278,1084,493,725,495,524,369,786,472,1823,698,1297,605,1434,542,548,345,528,534,28,47,0,218,57,102
0500000US13045,13045,"Carroll County, Georgia",28579,1790,1390,543,2975,868,2570,720,2485,912,1776,598,1508,669,1082,461,2265,755,2784,1231,4902,1243,1596,862,2458,788,300,275,242,256,102,180,93,107,51,88
0500000US13047,13047,"Catoosa County, Georgia",18259,1406,645,359,2190,691,2051,758,673,332,887,432,623,376,1297,505,1445,756,1092,549,2828,917,1271,543,1934,708,893,467,308,312,122,162,0,218,0,218
0500000US13051,13051,"Chatham County, Georgia",59249,2623,1202,493,2413,642,4257,1146,4031,1019,3343,897,2796,712,2404,811,2343,586,3180,727,7852,1529,7567,1402,9945,1835,3202,947,1888,714,1027,367,679,380,1120,582
0500000US13057,13057,"Cherokee County, Georgia",64737,2501,632,313,2598,1005,4420,1180,4177,997,3125,1043,1407,613,1644,688,1458,664,1895,672,9025,1808,9613,1731,13904,2184,6282,1613,2669,715,1200,748,397,256,291,322
0500000US13059,13059,"Clarke County, Georgia",16182,1275,247,199,991,443,1624,619,1694,728,876,303,1028,466,634,299,810,372,1283,521,2147,662,1781,482,1572,590,633,353,381,200,95,104,158,143,228,181
0500000US13063,13063,"Clayton County, Georgia",46457,2670,827,344,2669,702,3437,835,3723,988,2574,889,1990,728,3473,1118,3800,1143,4095,1100,9645,1751,5243,1253,3621,1002,802,387,360,317,164,173,0,218,34,56
0500000US13067,13067,"Cobb County, Georgia",175876,5027,1539,488,7680,1260,12109,1721,9503,1720,7008,1082,6441,1216,6002,1186,7110,1486,9706,1617,21724,2666,22087,2257,30603,2542,16034,1981,8301,1295,5557,982,1964,576,2508,681
0500000US13073,13073,"Columbia County, Georgia",35812,2217,735,507,1648,577,1939,661,2163,666,1749,673,1986,714,1376,563,1214,787,2238,834,5117,1333,5653,1400,4915,1229,4037,1278,595,342,424,313,23,44,0,218
0500000US13077,13077,"Coweta County, Georgia",35296,1714,265,210,1541,587,2282,781,2583,785,2383,834,1395,651,822,414,1331,560,1745,654,6036,1109,4144,1021,6712,1367,2215,688,768,366,476,365,106,161,492,393
0500000US13089,13089,"DeKalb County, Georgia",142545,4103,1021,383,4316,1028,6341,1009,7580,1273,5913,1273,6794,1161,5438,1070,6787,1268,6680,1203,23050,2701,16642,1821,22472,2030,11984,1483,7384,1123,4317,919,2464,820,3362,811
0500000US13095,13095,"Dougherty County, Georgia",15262,1364,454,266,1124,480,1492,487,1503,550,952,351,1523,544,1127,428,1022,354,1183,562,2034,752,785,365,1149,448,446,256,82,130,113,143,18,31,255,355
0500000US13097,13097,"Douglas County, Georgia",30163,1889,546,324,1731,592,2591,782,1451,638,1733,653,995,442,1535,705,1864,626,1643,633,3481,1014,4700,1266,5132,1237,2058,772,310,267,258,258,0,218,135,144
0500000US13113,13113,"Fayette County, Georgia",32027,1535,277,236,891,380,2493,800,1863,642,2199,722,1651,668,1140,439,1834,640,813,374,2508,756,3081,884,6009,1438,3193,938,1701,555,979,519,630,286,765,355
0500000US13115,13115,"Floyd County, Georgia",21498,1413,858,375,2105,681,1674,599,2250,691,2156,782,660,369,921,362,1153,463,1319,477,2199,681,1773,585,2521,688,943,405,117,145,653,488,143,176,53,86
0500000US13117,13117,"Forsyth County, Georgia",60103,1848,588,284,2459,740,3064,663,2992,743,2116,584,1322,486,1863,609,1157,363,1748,572,4746,818,5768,1024,13791,1196,8363,1122,4734,792,3025,686,1279,456,1088,401
0500000US13121,13121,"Fulton County, Georgia",198548,4893,2691,835,5639,1306,6894,1222,8969,1508,7598,1192,7956,1262,9245,1508,6947,1397,7802,1722,21129,2306,21546,2516,29275,2313,21885,2580,13704,1720,10222,1659,5971,1024,11075,1570
0500000US13127,13127,"Glynn County, Georgia",19587,2116,1007,626,2137,761,1725,790,369,255,779,308,869,684,1271,611,1634,665,1179,523,2178,752,939,436,2193,776,1081,499,1458,768,535,473,117,145,116,143
0500000US13135,13135,"Gwinnett County, Georgia",187095,5831,1904,752,5343,1345,10101,1779,9271,1444,8955,1706,6182,1273,6285,1523,6973,1652,8269,1512,29185,3118,26615,3139,39340,3780,16796,2092,6132,1773,2633,806,1210,520,1901,744
0500000US13139,13139,"Hall County, Georgia",40592,2052,928,347,2884,627,2353,617,4039,826,1779,608,2699,777,2146,543,1792,596,2546,648,6623,1064,4316,1055,5004,908,1734,559,773,347,445,270,229,176,302,246
0500000US13151,13151,"Henry County, Georgia",51225,2662,811,566,3059,867,2442,840,2571,859,1748,797,1955,975,1933,779,2457,888,2757,1017,6798,1369,7685,1446,11148,1937,2896,1024,1518,803,642,458,433,566,372,341
0500000US13153,13153,"Houston County, Georgia",36641,2062,417,280,3292,1019,2506,645,2352,898,2515,969,1691,718,1540,688,1764,731,2514,1132,5264,1418,3970,1114,5937,1618,1847,805,851,613,58,101,0,218,123,166
0500000US13179,13179,"Liberty County, Georgia",8696,896,284,171,704,300,490,275,723,359,209,131,434,278,516,286,819,449,742,334,1775,568,776,306,875,381,228,198,16,27,79,84,0,218,26,49
0500000US13185,13185,"Lowndes County, Georgia",20406,1803,1130,528,1874,590,2841,680,1362,542,886,366,1187,553,449,307,1063,481,1187,466,2750,812,2318,840,1965,778,842,392,110,119,218,163,198,230,26,26
0500000US13215,13215,"Muscogee County, Georgia",33833,1878,1084,467,2229,517,3217,738,2475,615,1937,619,1642,572,1586,539,1695,586,2294,945,4087,858,3758,891,4351,1028,1574,652,852,443,245,197,328,262,479,256
0500000US13217,13217,"Newton County, Georgia",21973,2222,362,281,1393,646,798,368,677,332,1529,703,1629,691,2285,1046,1425,662,579,342,3634,1145,3079,1136,3546,1148,697,355,147,144,0,218,59,113,134,174
0500000US13223,13223,"Paulding County, Georgia",39432,2500,297,212,2136,792,2973,1256,1860,750,1514,731,1303,704,2915,1188,2058,779,3850,1206,6825,1515,3867,989,5764,1338,2568,1014,866,588,557,504,0,218,79,132
0500000US13245,13245,"Richmond County, Georgia",40536,2180,1573,578,3603,868,4589,1034,3565,970,3020,970,2259,645,1796,678,3594,1261,2769,1022,4122,1219,4775,1328,3103,1102,899,534,284,212,405,341,105,130,75,76
0500000US13247,13247,"Rockdale County, Georgia",21103,1495,437,357,1791,587,1186,437,1044,413,1094,577,688,445,1168,665,744,383,1125,502,2762,942,3413,952,2610,913,1285,627,302,327,390,347,219,207,845,842
0500000US13285,13285,"Troup County, Georgia",14617,1109,128,135,1184,546,1850,634,1485,527,1141,526,776,319,576,370,909,372,807,430,2488,780,1003,511,1150,407,404,283,276,211,198,189,16,28,226,230
0500000US13295,13295,"Walker County, Georgia",17812,1434,972,467,3238,860,1919,625,1942,740,894,407,762,450,1231,625,1008,479,1370,642,2290,866,1057,665,424,270,437,279,45,44,16,28,14,24,193,128
0500000US13297,13297,"Walton County, Georgia",22192,1576,430,287,1120,527,2968,743,1044,454,1112,535,719,380,997,543,1231,589,1510,559,3602,823,2115,737,3228,1000,1169,485,499,467,207,187,122,151,119,134
0500000US13313,13313,"Whitfield County, Georgia",23101,1659,983,415,3693,862,3394,931,2205,656,1318,589,1465,612,1093,596,1246,529,1178,660,2612,735,1276,637,2102,786,178,197,77,127,92,159,84,102,105,127
0500000US15001,15001,"Hawaii County, Hawaii",46942,2298,3951,880,4961,1075,3593,742,2051,824,2006,755,1765,691,1598,668,2243,826,1451,638,4345,1130,4534,1267,5855,1309,3313,844,2755,923,1266,696,471,302,784,368
0500000US15003,15003,"Honolulu County, Hawaii",167342,3450,2159,542,3650,744,6832,922,9719,1265,8846,1069,7356,1008,5952,1112,3703,765,3962,736,9226,1245,7712,1102,21247,1872,22937,2158,17705,1634,14654,1436,9025,1145,12657,1415
0500000US15007,15007,"Kauai County, Hawaii",14616,1096,704,424,604,293,1111,503,1379,607,825,371,585,321,92,70,710,361,471,316,1124,438,885,344,1593,473,2244,679,662,337,960,417,247,252,420,266
0500000US15009,15009,"Maui County, Hawaii",31726,1776,1157,449,1908,596,1701,616,1810,686,1147,475,1100,438,1701,563,813,386,410,243,2019,604,1603,530,4154,922,4638,962,3238,798,1789,530,641,297,1897,707
0500000US16001,16001,"Ada County, Idaho",114084,3867,1365,638,5897,1147,8226,1633,7087,1554,4502,1113,6402,1798,5527,1193,5230,1428,7322,1661,17279,1900,12933,2175,16822,2632,9407,1874,3416,1227,1159,577,965,446,545,291
0500000US16005,16005,"Bannock County, Idaho",21402,1320,962,395,1503,365,2479,683,1365,649,1076,495,1190,454,1279,371,1344,557,1227,461,4282,752,2115,582,1904,651,395,284,205,181,31,53,45,75,0,198
0500000US16019,16019,"Bonneville County, Idaho",26800,1220,1350,449,1957,549,3182,694,1750,471,1861,677,1055,369,1034,316,1537,550,1863,674,4950,938,2531,557,2234,596,705,400,618,371,0,198,0,198,173,221
0500000US16027,16027,"Canyon County, Idaho",46524,2250,2721,907,4438,877,3138,832,2081,761,2328,718,2746,848,3227,872,3150,945,5135,1375,7121,1531,5428,1329,3656,866,688,457,667,445,0,198,0,198,0,198
0500000US16055,16055,"Kootenai County, Idaho",38344,2345,691,437,2609,825,3794,1045,3884,1287,2204,720,1738,714,1637,729,1714,599,1933,770,7082,1413,3080,743,4168,908,2467,823,584,371,406,419,169,181,184,149
0500000US16083,16083,"Twin Falls County, Idaho",20631,1339,718,383,1818,655,2627,713,995,476,1428,730,965,477,750,320,2032,644,1672,547,2672,950,1262,559,1801,655,1101,599,593,394,40,69,45,77,112,130
0500000US17001,17001,"Adams County, Illinois",19655,1413,499,226,1464,408,1815,425,2013,515,2142,658,1425,485,949,337,1498,493,1652,735,2296,736,1310,488,1449,486,421,438,369,267,186,227,108,134,59,99
0500000US17019,17019,"Champaign County, Illinois",43883,2058,189,186,1184,486,2825,704,3249,898,2827,701,2279,519,3617,734,2894,821,2697,734,5670,1021,5917,1121,5476,956,2177,695,1541,633,707,511,314,238,320,243
0500000US17031,17031,"Cook County, Illinois",1098891,11220,6957,1117,11096,1599,27794,2474,44461,2965,56941,3136,55868,3867,59065,4143,54046,3255,48436,3215,114003,4976,117299,5375,210456,7015,124627,5053,70566,4240,35033,2159,22681,2680,39562,2581
0500000US17037,17037,"DeKalb County, Illinois",21305,1462,168,153,120,102,173,172,806,437,1178,317,1843,502,2702,738,1533,611,1049,404,2547,570,2816,762,3827,784,1949,657,377,277,116,140,0,185,101,162
0500000US17043,17043,"DuPage County, Illinois",244220,3446,658,288,1171,385,2292,687,5548,1087,8987,1361,10519,1346,14459,1445,12455,1355,10824,1272,23915,1963,23141,2101,44237,2490,33875,2316,20708,1646,13320,1584,7754,1119,10357,1150
0500000US17089,17089,"Kane County, Illinois",125633,3306,702,550,640,426,2899,958,2979,684,6378,1365,6045,1614,6161,1381,4967,1073,5338,1021,13287,1882,14284,1546,25765,2555,13620,1884,10532,1620,5131,1333,3814,1218,3091,809
0500000US17091,17091,"Kankakee County, Illinois",26879,1244,532,415,901,451,1147,348,1610,398,2037,657,1798,559,2108,608,1853,592,1794,651,4708,893,2839,825,3481,741,1375,505,484,282,51,72,78,132,83,95
0500000US17093,17093,"Kendall County, Illinois",33520,1951,0,185,14,18,352,346,408,293,1287,648,1131,587,1777,803,1580,814,1201,621,2217,874,4177,1319,7457,1650,7157,1918,2710,1214,1268,674,239,212,545,572
0500000US17097,17097,"Lake County, Illinois",178467,3554,1370,633,1178,582,2611,733,3913,794,5407,1251,6381,1244,7196,1270,7782,1206,6420,1114,19832,2141,17675,1719,28534,2071,23414,1685,15826,1533,9806,1218,6854,951,14268,1209
0500000US17099,17099,"LaSalle County, Illinois",32250,1624,682,405,1182,349,2344,518,3648,775,2633,583,2361,681,2419,635,2511,686,2733,597,4668,1062,2279,590,2972,740,887,347,775,315,78,131,55,76,23,39
0500000US17111,17111,"McHenry County, Illinois",85225,2528,364,227,296,184,1264,449,2252,628,3804,814,3120,723,3903,876,4191,946,3835,1158,10106,1454,9210,1451,17096,1933,12180,1505,7499,1110,3276,755,1443,554,1386,581
0500000US17113,17113,"McLean County, Illinois",42608,1366,1018,618,1362,643,1849,603,2933,679,3008,728,2738,745,1723,418,2065,590,2591,583,5486,897,5322,902,6837,838,2753,845,1650,633,531,296,268,227,474,365
0500000US17115,17115,"Macon County, Illinois",29489,1324,1278,386,2602,712,2356,503,2937,604,3156,628,2843,810,2427,746,1841,558,1557,493,3013,645,2090,539,2175,667,710,284,298,198,100,125,106,128,0,185
0500000US17119,17119,"Madison County, Illinois",75697,2804,813,377,3121,684,5935,1064,5977,994,6153,1207,6596,1127,5573,1052,4485,1019,4018,961,11087,1574,6622,1046,7099,845,5544,1070,1567,579,408,268,336,306,363,206
0500000US17143,17143,"Peoria County, Illinois",46443,1758,602,286,2106,498,3471,712,3434,782,4124,698,3169,665,4212,895,2835,702,3012,670,7182,1245,3960,919,4654,808,1333,437,1084,439,537,272,300,248,428,312
0500000US17161,17161,"Rock Island County, Illinois",41893,1648,1161,628,2501,559,2654,601,3408,680,3994,709,2872,706,3022,683,3598,871,3427,824,6763,1323,3291,650,3068,703,1274,461,440,294,234,260,145,155,41,69
0500000US17163,17163,"St. Clair County, Illinois",66289,2600,941,400,2517,738,3343,767,5637,1097,4995,1028,4113,836,3507,846,4691,1048,3969,1044,9896,1463,6610,1163,9583,1431,3986,880,1491,556,437,248,432,245,141,177
0500000US17167,17167,"Sangamon County, Illinois",58409,1937,1575,776,1796,452,3431,682,4051,732,4715,800,5208,1125,3878,713,3957,834,4192,970,7737,1088,5943,1090,7181,1128,2705,623,809,377,72,78,643,328,516,385
0500000US17179,17179,"Tazewell County, Illinois",43056,1464,358,280,1775,585,3673,813,3584,730,4108,909,3470,874,3287,1000,2493,649,2836,872,5929,1061,4096,962,4664,951,1501,530,748,350,212,193,256,164,66,69
0500000US17183,17183,"Vermilion County, Illinois",23154,1154,1194,479,2498,568,2983,578,2688,591,1717,412,1756,483,1329,487,2288,672,1557,476,2400,600,1423,522,949,359,234,165,138,101,0,185,0,185,0,185
0500000US17197,17197,"Will County, Illinois",183930,3352,954,394,1595,470,3431,774,4874,879,9313,1300,7406,1096,6152,921,7838,1165,9035,1322,19499,1751,22016,1949,38153,2655,24457,1801,14563,1651,7493,1122,3497,918,3654,820
0500000US17199,17199,"Williamson County, Illinois",18023,1270,878,630,1801,542,2009,548,1918,600,1522,489,1374,550,728,328,1352,465,1342,464,2212,505,1334,523,842,394,571,317,57,70,52,93,31,56,0,185
0500000US17201,17201,"Winnebago County, Illinois",71813,2477,1171,392,2734,635,4894,904,5449,1133,5508,969,5564,1082,5862,1070,5330,1091,4981,997,9708,1354,8897,1316,7319,1203,2489,733,863,438,619,374,33,53,392,243
0500000US18003,18003,"Allen County, Indiana",96425,2715,4642,1010,8223,1436,8965,1194,6243,1075,7821,1332,6739,1229,8261,1338,7140,1048,8190,1198,13084,1448,6424,1026,5786,1071,2861,794,1066,357,459,393,228,227,293,212
0500000US18005,18005,"Bartholomew County, Indiana",22236,1489,864,398,1335,484,1815,501,1676,465,2354,735,1672,544,854,325,1131,431,1400,571,2959,753,1951,648,2079,616,1064,509,623,383,251,320,168,200,40,67
0500000US18019,18019,"Clark County, Indiana",29343,1872,569,357,2192,569,2513,720,2451,647,2113,727,1126,389,2527,674,2291,645,2038,705,4822,955,2601,670,2920,845,838,532,128,146,31,52,43,71,140,138
0500000US18035,18035,"Delaware County, Indiana",30132,1456,1762,637,3524,899,2804,761,2950,738,2780,820,1670,550,3116,1010,2363,790,3194,862,1779,601,2069,566,1168,446,564,328,255,200,0,192,134,158,0,192
0500000US18039,18039,"Elkhart County, Indiana",48403,2176,2452,708,4348,769,4760,904,3515,770,2851,768,3423,1013,3723,1022,4161,959,3129,894,7975,1520,3112,822,3159,774,860,439,558,337,60,99,90,143,227,232
0500000US18043,18043,"Floyd County, Indiana",19940,1181,277,195,1341,460,2039,502,2143,550,1155,374,1170,400,814,324,1492,491,1045,487,2796,691,1793,584,2533,546,720,320,231,164,339,247,52,88,0,192
0500000US18053,18053,"Grant County, Indiana",16431,1153,873,376,2525,842,2665,554,1599,470,1432,509,1335,482,955,354,833,338,771,326,1689,480,897,396,623,353,125,116,50,87,0,192,0,192,59,95
0500000US18057,18057,"Hamilton County, Indiana",91909,2659,145,151,1690,796,4056,1028,4234,968,3413,869,4251,1150,3204,852,2949,1004,3334,831,14423,2053,11444,2155,17937,2258,9993,1851,4317,1119,3099,1021,1414,533,2006,755
0500000US18059,18059,"Hancock County, Indiana",21055,1187,388,275,737,459,1205,595,2009,693,1543,785,823,480,975,479,364,263,1692,698,3368,800,3401,1108,2700,773,956,582,657,549,171,159,0,192,66,107
0500000US18063,18063,"Hendricks County, Indiana",45260,2321,400,246,630,326,3482,818,2969,949,2074,709,1529,672,1861,581,1861,779,2877,970,8621,1724,6511,1409,7932,1375,3026,958,809,463,463,293,135,143,80,90
0500000US18067,18067,"Howard County, Indiana",22709,1384,815,467,2870,785,2205,639,2039,549,1582,564,1621,408,1538,558,1740,635,1443,538,2995,701,1740,460,1847,634,167,168,0,192,107,129,0,192,0,192
0500000US18081,18081,"Johnson County, Indiana",39643,1792,630,418,1608,530,2809,687,2846,905,2139,693,2166,763,2816,824,3983,1331,2624,749,6515,1589,4060,1112,4668,1075,1703,743,493,382,281,277,0,192,302,390
