GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
0500000US04025,04025,"Yavapai County, Arizona",172269,1248,419,302,0,204,0,204,0,204,336,411,242,276,0,204,64,117,445,469,440,401,1475,847,1488,620,1648,864,2882,990,3936,1414,39525,3561,7584,1502,15335,1938,37799,3299,17251,2282,23560,2612,13026,1895,2322,757,2492,657
0500000US04027,04027,"Yuma County, Arizona",129735,307,3617,1198,0,204,0,204,155,182,312,277,2050,970,1002,612,1095,545,6465,1520,1800,805,2715,1005,4118,1403,3465,986,3914,1344,2732,842,27979,2612,6520,1286,10072,1820,24113,2200,7588,1325,13281,1776,5108,986,1337,561,297,271
0500000US05007,05007,"Benton County, Arkansas",168509,568,2414,876,37,63,0,197,0,197,259,323,1120,672,580,312,503,346,2355,744,1085,690,1984,834,3237,946,2357,777,1940,620,2000,564,42708,3089,6528,1096,9972,1372,25482,2401,9783,1420,37347,2982,12461,1702,3047,1000,1310,606
0500000US05031,05031,"Craighead County, Arkansas",67521,1214,643,416,0,197,13,27,60,105,0,197,143,143,430,636,398,548,255,253,300,228,1060,483,1139,484,1802,843,1129,558,728,449,17616,2548,7727,1713,4207,1028,10025,1812,3972,1111,10326,1793,3561,1050,921,542,1066,585
0500000US05045,05045,"Faulkner County, Arkansas",74676,943,318,253,0,197,0,197,91,134,22,38,0,197,196,304,35,57,238,235,0,197,909,457,1215,709,1026,478,1280,833,1060,442,17878,1688,6048,1226,3758,857,14213,1841,4832,1076,12759,1467,6525,1377,1189,534,1084,439
0500000US05051,05051,"Garland County, Arkansas",69426,1115,793,548,0,197,0,197,0,197,0,197,78,93,0,197,0,197,42,61,178,191,781,615,756,402,1487,1053,3047,1122,1185,607,17490,1939,3045,837,5297,1352,16079,2209,6467,1224,8647,1539,2116,581,1194,613,744,438
0500000US05069,05069,"Jefferson County, Arkansas",46788,654,956,481,0,197,0,197,0,197,0,197,217,216,58,95,302,396,380,241,317,251,1021,552,1060,520,942,446,3023,965,699,390,12956,1682,3131,853,3135,842,6173,1091,3724,1018,5788,1248,2608,787,60,95,238,204
0500000US05085,05085,"Lonoke County, Arkansas",48025,444,278,245,0,197,0,197,0,197,0,197,143,167,0,197,0,197,127,201,223,231,960,567,327,234,903,448,1521,724,500,347,12332,1651,4521,1063,4099,1000,7312,1373,4593,1061,6552,1365,3114,770,443,293,77,117
0500000US05119,05119,"Pulaski County, Arkansas",265108,908,1896,821,0,197,0,197,0,197,305,350,430,583,0,197,190,285,1437,976,1071,656,1964,637,3004,1058,4036,1111,5504,1637,3444,1093,58430,3966,10527,1727,17435,2328,47271,4240,17796,2409,55640,3978,24140,2743,6559,1202,4029,1258
0500000US05125,05125,"Saline County, Arkansas",81777,1370,303,265,0,197,0,197,0,197,0,197,0,197,69,118,272,265,194,164,121,145,308,238,639,460,1192,455,1706,714,1680,755,22076,2447,4575,1091,6331,1275,12413,2385,6650,1494,15128,2128,6322,1133,773,404,1025,538
0500000US05131,05131,"Sebastian County, Arkansas",86125,952,1793,694,52,62,0,197,0,197,378,452,50,89,50,81,253,282,2291,1101,202,229,861,593,1286,589,1639,696,2945,963,1766,727,23336,2836,5892,1438,8157,1759,13347,2280,6930,1205,10065,1634,3486,1110,872,416,474,279
0500000US05143,05143,"Washington County, Arkansas",136698,1332,1477,746,22,37,0,197,0,197,204,235,1108,850,243,300,664,524,3377,1303,1334,754,1479,647,3518,1211,2560,973,2639,953,1277,513,29060,2930,6673,1663,7718,1360,21939,2969,6768,1521,24851,3007,12403,1577,4178,1092,3206,985
0500000US05145,05145,"White County, Arkansas",51306,621,267,207,80,135,0,197,0,197,46,83,87,113,0,197,0,197,146,165,321,408,677,436,808,373,1396,577,1499,701,829,561,16924,1922,3300,1191,3396,1140,7070,1642,3430,1047,5510,1225,3993,1157,709,634,818,410
0500000US06001,06001,"Alameda County, California",1159183,444,30525,3419,356,380,349,228,699,505,1883,778,4234,1124,3426,1266,4536,1348,17496,2599,4569,1254,10101,1743,14805,2647,9824,1356,11451,1773,27877,3100,183873,7427,19564,2095,46977,3456,165002,7085,75543,4142,304571,8075,153095,5639,35082,2323,33345,2706
0500000US06007,06007,"Butte County, California",147756,769,3409,990,0,206,0,206,61,81,178,161,142,164,93,100,332,267,977,547,206,188,1303,529,1550,578,2570,757,2193,651,3704,1088,27580,2585,7227,1451,13361,1628,31588,2784,13206,1862,22921,2438,9430,1547,3439,961,2286,866
0500000US06013,06013,"Contra Costa County, California",779169,703,13349,1926,50,84,269,303,187,230,1196,704,3824,1159,1834,916,3987,1520,12665,2577,2253,1028,8009,1847,8466,1735,5864,1197,8579,1908,12579,1886,117632,5812,15966,1913,48337,3421,125771,6172,64909,4258,201082,7506,82974,5004,24187,2494,15200,2106
0500000US06017,06017,"El Dorado County, California",134269,833,1805,590,0,206,0,206,123,207,0,206,132,235,0,206,0,206,970,801,217,218,394,378,562,403,531,345,1575,715,2554,875,24233,2597,5626,1428,11253,1569,24286,2531,14412,1864,28290,2717,10446,1863,4885,1365,1975,764
0500000US06019,06019,"Fresno County, California",598981,408,26531,3243,542,519,654,509,2240,882,3760,1241,6262,1355,3978,1128,5698,1438,20470,2786,4553,1058,12690,1851,16477,2267,13735,1993,15279,2257,18893,2353,120740,4950,18622,2506,40158,2975,97579,5054,49294,3936,79148,4137,27246,2122,10123,1702,4309,944
0500000US06023,06023,"Humboldt County, California",91712,1014,597,459,0,206,0,206,0,206,0,206,52,76,0,206,0,206,342,336,21,37,646,434,1066,620,1297,594,2274,891,2287,968,20507,2545,3198,804,7449,1511,16111,2268,8845,1475,18584,2734,5113,1131,2293,788,1030,530
0500000US06025,06025,"Imperial County, California",109421,908,3660,1075,0,206,281,388,264,269,792,505,1118,612,1102,685,765,498,5810,1266,735,461,2421,882,6672,1530,2912,696,3799,1133,3365,933,21275,2547,4763,1018,8153,2110,19207,2648,7165,1460,10437,2001,3488,734,1037,410,200,175
0500000US06029,06029,"Kern County, California",532865,1085,14913,2308,0,206,142,174,1441,664,2902,1141,6060,1640,3678,1098,4325,1192,25893,3514,4465,1650,6672,1587,12287,2122,16070,2643,17910,2620,22706,3202,123011,5781,21155,2596,38028,2980,84461,5955,39861,3793,59725,4251,19108,2430,5099,1160,2953,978
0500000US06031,06031,"Kings County, California",92081,551,1588,598,40,62,0,206,423,310,1006,598,879,466,1361,624,534,294,3122,807,589,386,1216,532,3261,890,3016,935,3599,799,2792,905,25034,2354,3231,675,5731,1203,17490,1726,6498,1302,7240,1250,2640,960,669,412,122,167
0500000US06033,06033,"Lake County, California",47610,760,959,702,0,206,0,206,0,206,57,96,61,104,0,206,311,348,560,466,0,206,779,587,926,620,1694,720,1172,617,883,587,9150,1782,2655,973,5114,1364,10529,1911,5143,1201,4770,984,1514,583,925,621,408,283
0500000US06037,06037,"Los Angeles County, California",6878029,661,246894,7868,1857,543,3508,988,14335,1854,32256,2771,67855,5183,41299,3999,58161,4111,278570,9625,43924,3280,96842,5686,182015,7602,97296,5395,133731,6642,191293,7208,1307488,19168,126070,5134,307825,7577,997750,15327,481747,10660,1412721,17181,509708,12016,161664,6852,83220,4411
0500000US06039,06039,"Madera County, California",96004,697,2818,972,78,139,0,206,540,396,306,268,2340,981,858,762,667,428,5838,1902,571,483,2080,812,3108,1047,2328,847,3378,1037,2908,1222,21200,2557,2999,846,7232,1298,19611,2685,5805,1054,7455,1308,2332,693,923,528,629,463
0500000US06041,06041,"Marin County, California",190225,777,2425,903,54,68,0,206,355,446,352,572,341,362,0,206,787,526,4097,1552,346,363,723,437,1074,522,444,270,1303,713,955,450,17289,2488,2480,781,7473,1585,27852,2324,9489,1358,65627,3552,30181,2893,11196,1683,5382,1156
0500000US06045,06045,"Mendocino County, California",61924,369,615,433,192,230,0,206,0,206,805,775,304,327,0,206,55,113,1805,903,92,115,1062,694,626,393,1563,833,1523,651,1557,940,12761,1684,2423,987,6293,1354,11432,1768,5082,1064,9193,1383,2940,891,1219,547,382,192
0500000US06047,06047,"Merced County, California",158046,613,7999,1388,201,233,522,358,678,538,1104,551,2644,867,1318,639,1289,680,10588,1795,1513,765,2983,1130,6195,1857,2694,868,5365,1380,5839,1348,33143,2631,5326,1279,10848,1780,26069,2955,10386,1764,12890,1811,6044,1583,1105,451,1303,541
0500000US06053,06053,"Monterey County, California",275443,766,8460,1794,0,206,45,53,421,390,4512,1557,6083,1567,1718,730,2516,1075,21470,2943,2235,815,10106,1867,5943,1855,5037,1387,6779,1412,6776,1437,44102,3546,8277,1151,14279,1877,35101,2863,23240,2274,40955,3284,18421,1873,5880,1337,3087,849
0500000US06055,06055,"Napa County, California",99152,406,1628,653,10,17,435,402,95,109,0,206,414,331,143,230,634,427,4098,1158,450,418,1251,697,1262,607,646,456,1043,434,2748,852,14844,1929,2472,766,5194,1113,18021,1808,8942,1417,22392,1738,8090,1191,3144,668,1196,402
0500000US06057,06057,"Nevada County, California",75724,684,561,440,0,206,0,206,0,206,0,206,0,206,0,206,45,81,167,253,64,117,238,317,509,415,1071,563,1597,787,1488,724,9789,1607,3184,1021,6919,1319,14199,1922,8203,1766,18019,1774,7509,1424,1423,549,739,352
0500000US06059,06059,"Orange County, California",2159696,600,51607,4960,585,402,877,386,3695,1208,5381,1244,12493,1874,6198,1386,10942,1669,57015,4460,8963,1682,23220,2960,36343,3344,22507,2585,26895,2975,60078,4359,333010,11287,36126,3490,110966,4994,320706,9167,169289,7370,560115,10510,208521,7734,59985,3670,34179,3027
0500000US06061,06061,"Placer County, California",266649,923,1847,740,71,87,0,206,163,186,270,414,91,140,46,81,272,327,1241,673,117,141,1287,826,769,532,1654,650,2433,848,2992,840,41536,3109,4479,880,18329,2039,52501,3183,32410,2944,68899,3862,25112,2199,7438,1373,2692,807
0500000US06065,06065,"Riverside County, California",1534614,536,41595,3690,137,142,478,471,1973,824,6156,1921,10552,2050,5213,1364,7981,1937,46654,3631,7598,1646,17043,2499,36363,3104,26898,2346,35982,3457,46066,3482,357819,9797,44556,3368,113485,5545,268988,10242,124042,6216,212160,7472,85414,4265,23571,2801,13890,1766
0500000US06067,06067,"Sacramento County, California",1017725,929,29639,2943,185,182,187,189,443,342,846,405,4396,1427,3104,884,3641,1138,14373,2571,4047,1028,11078,2029,11426,2023,13228,1968,17851,2195,24316,2029,202364,7924,28323,2415,69213,3389,180472,6442,95738,5011,196597,6275,75120,4821,21262,2161,9876,1379
0500000US06071,06071,"San Bernardino County, California",1336971,629,33666,2569,438,320,382,257,1478,596,3229,1110,10200,1805,4396,1234,6159,1667,41735,3950,7847,2003,17118,2482,36878,3701,30563,3073,45915,4147,44221,4460,311822,9483,39857,3528,92706,4340,229133,9197,111725,6243,176286,7472,67514,4866,14534,2199,9169,1455
0500000US06073,06073,"San Diego County, California",2235728,844,41894,3597,511,322,782,468,2003,939,5230,1628,12051,2477,6941,1523,10993,2008,45953,5037,6845,1386,22323,2631,37815,4132,23095,3233,36622,3849,51234,4867,363114,10628,47997,4509,131591,6638,376975,11092,176308,7994,522000,12579,208684,8178,60674,3587,44093,4004
0500000US06075,06075,"San Francisco County, California",689696,433,18637,2188,244,279,352,239,605,338,999,657,3147,1025,1898,866,2602,1085,11639,2220,2559,850,8075,2016,8883,2223,4443,1004,5656,1275,13721,2103,75375,5403,9277,1480,24778,2484,69841,4866,32152,2621,234899,7313,104476,5222,35224,2707,20214,2710
0500000US06077,06077,"San Joaquin County, California",460561,357,17201,2087,0,206,172,276,686,569,2482,846,1958,611,1820,822,3502,1223,15998,1896,3194,1046,6751,1541,8340,1565,11066,1951,13888,2291,18219,2092,109753,5552,16944,2160,35364,3151,72847,5061,43342,3634,52282,4115,17244,2433,5437,1214,2071,750
0500000US06079,06079,"San Luis Obispo County, California",188750,860,782,451,0,206,0,206,90,145,1002,1042,272,280,400,297,268,308,2563,1308,238,317,1107,491,1525,931,1627,740,2544,961,2919,869,31590,2826,3446,714,13438,1921,34862,2831,21791,2732,43979,3554,16526,2124,4435,946,3346,766
0500000US06081,06081,"San Mateo County, California",547316,845,14567,2212,148,151,114,135,221,209,2104,918,1518,572,1711,782,1796,839,7764,1893,1691,617,3146,891,6876,1585,4717,1437,3381,1076,9804,1755,73476,4865,10528,1745,23458,2437,68686,4162,36117,3319,160180,5218,73419,4295,23147,2458,18747,2247
0500000US06083,06083,"Santa Barbara County, California",275969,633,7637,1671,39,66,93,129,1144,573,1935,1012,3575,972,1019,618,1865,676,14888,2237,1328,603,3554,1391,7301,1688,2745,859,2444,801,5079,1291,41089,3632,6691,1410,18006,2203,44438,3713,21786,2251,51285,2685,24490,2435,6867,1318,6671,1140
0500000US06085,06085,"Santa Clara County, California",1321019,630,32444,2873,387,293,1051,988,1147,604,2332,862,5276,1553,4549,1205,5618,1480,27088,3029,5226,1207,14784,2584,15223,2023,12156,1544,13387,2088,27793,2894,177429,7655,20698,2651,48362,2862,149118,5741,83346,4784,371235,7536,219914,5978,31593,2621,50863,3592
0500000US06087,06087,"Santa Cruz County, California",179041,757,2989,1175,65,109,62,104,0,206,1288,894,1549,709,293,392,1122,758,6471,1650,418,351,1629,763,1404,778,998,508,1704,953,2765,967,24648,3032,3401,1130,9931,1898,31322,3033,14431,1985,41291,3023,21411,2115,4350,1108,5499,1502
0500000US06089,06089,"Shasta County, California",126208,755,1285,625,0,206,0,206,0,206,0,206,38,64,194,328,93,112,333,189,49,61,1331,863,778,421,1334,566,2444,831,2614,776,27431,2266,4529,883,11679,1589,31094,2358,13406,1605,18845,1563,5567,812,2871,760,293,213
0500000US06095,06095,"Solano County, California",300893,524,4680,1068,116,116,0,206,143,120,577,353,1322,679,372,325,1555,833,4898,1338,774,493,1938,616,5770,1741,3347,944,6746,1634,4805,1055,59098,3370,11253,1678,25299,2680,60773,3719,31111,2367,53462,3414,17294,2301,3775,688,1785,543
0500000US06097,06097,"Sonoma County, California",360452,922,5312,1276,0,206,616,769,86,153,919,504,2046,1131,1275,705,700,575,8360,2458,1319,730,1781,853,3154,983,3972,1197,5199,1362,8992,1663,57593,3435,9389,1419,26190,2747,66332,4311,35135,3075,77301,3342,29559,2691,9993,1332,5229,1184
0500000US06099,06099,"Stanislaus County, California",342516,681,9911,1422,0,206,175,151,525,441,828,503,3277,1204,2869,887,3045,1221,14928,2142,1628,695,7463,1731,6391,1407,8706,2103,10931,2030,10310,1752,82750,4606,11440,1738,26919,2388,57579,3402,27221,2743,38350,3521,11356,1859,4607,1076,1307,669
0500000US06101,06101,"Sutter County, California",61873,730,1978,729,155,177,19,27,118,194,294,269,551,369,506,448,874,663,2154,719,242,341,1863,752,688,354,2352,1142,1374,665,1838,800,11568,1364,1978,707,4913,956,11454,1636,6967,1266,7251,1125,2183,631,364,207,189,226
0500000US06107,06107,"Tulare County, California",269538,680,9681,1548,243,384,328,233,1404,610,1960,811,3959,1177,2063,752,1492,729,16448,2181,2386,1048,6725,1401,9318,2069,8631,1882,9787,1714,8035,1431,60795,4464,8976,1596,16387,1938,43719,3784,20282,2218,23766,2773,8373,1524,2895,922,1885,982
