GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; In labor force:,Margin of Error; In labor force:,Estimate; In labor force: - Civilian labor force:,Margin of Error; In labor force: - Civilian labor force:,Estimate; In labor force: - Civilian labor force: - Employed,Margin of Error; In labor force: - Civilian labor force: - Employed,Estimate; In labor force: - Civilian labor force: - Unemployed,Margin of Error; In labor force: - Civilian labor force: - Unemployed,Estimate; In labor force: - Armed Forces,Margin of Error; In labor force: - Armed Forces,Estimate; Not in labor force,Margin of Error; Not in labor force
0500000US12053,12053,"Hernando County, Florida",153210,874,71374,2844,71374,2844,66429,2870,4945,1134,0,221,81836,3015
0500000US12055,12055,"Highlands County, Florida",85015,600,35876,2219,35876,2219,30349,2350,5527,1534,0,221,49139,2204
0500000US12057,12057,"Hillsborough County, Florida",1095017,1711,715021,6949,711907,6862,670684,6750,41223,3392,3114,856,379996,6986
0500000US12061,12061,"Indian River County, Florida",129955,2880,57340,4649,57254,4634,54094,4479,3160,1265,86,168,72615,4077
0500000US12069,12069,"Lake County, Florida",276824,949,144428,4787,144312,4783,136073,5145,8239,2099,116,191,132396,4770
0500000US12071,12071,"Lee County, Florida",604875,1368,321483,5637,321386,5655,301862,5919,19524,2941,97,112,283392,5673
0500000US12073,12073,"Leon County, Florida",240300,722,154043,3887,153761,3843,143544,4428,10217,2199,282,346,86257,3875
0500000US12081,12081,"Manatee County, Florida",314208,860,167937,3914,167789,3913,156980,3767,10809,2142,148,162,146271,3986
0500000US12083,12083,"Marion County, Florida",290640,1083,134087,5040,134016,5035,125578,4818,8438,1957,71,121,156553,5068
0500000US12085,12085,"Martin County, Florida",134337,712,69369,3158,68667,3282,65756,3410,2911,1037,702,699,64968,3206
0500000US12086,12086,"Miami-Dade County, Florida",2222826,2675,1372153,11678,1370947,11643,1290097,11398,80850,5173,1206,531,850673,11433
0500000US12087,12087,"Monroe County, Florida",68547,393,44829,1783,43435,1745,42019,1778,1416,695,1394,705,23718,1718
0500000US12089,12089,"Nassau County, Florida",66671,596,38542,2358,37785,2379,35585,2456,2200,1000,757,461,28129,2374
0500000US12091,12091,"Okaloosa County, Florida",160927,660,102885,2650,92129,2926,86789,3209,5340,1594,10756,1416,58042,2720
0500000US12095,12095,"Orange County, Florida",1050701,2197,699141,9001,698390,9066,654308,9536,44082,4976,751,664,351560,9398
0500000US12097,12097,"Osceola County, Florida",262988,1285,165196,5567,165082,5554,156190,5944,8892,2135,114,187,97792,5530
0500000US12099,12099,"Palm Beach County, Florida",1197615,2049,712545,8422,712284,8416,667713,8652,44571,3869,261,185,485070,8129
0500000US12101,12101,"Pasco County, Florida",421742,1054,221117,4439,220188,4505,203687,4785,16501,1598,929,490,200625,4507
0500000US12103,12103,"Pinellas County, Florida",820624,1554,470136,6638,469199,6510,441770,7194,27429,3311,937,513,350488,6652
0500000US12105,12105,"Polk County, Florida",532990,1419,292894,6197,292173,6258,274271,6053,17902,2421,721,727,240096,6018
0500000US12107,12107,"Putnam County, Florida",58569,722,28824,2115,28824,2115,26560,2026,2264,662,0,221,29745,2228
0500000US12109,12109,"St. Johns County, Florida",190032,1133,114425,3870,113701,3805,110153,3516,3548,1613,724,537,75607,3639
0500000US12111,12111,"St. Lucie County, Florida",251755,1391,134455,4205,134455,4205,126961,4666,7494,1960,0,221,117300,4363
0500000US12113,12113,"Santa Rosa County, Florida",136895,788,78520,3396,74254,3866,70255,3746,3999,1236,4266,1444,58375,3264
0500000US12115,12115,"Sarasota County, Florida",359587,888,173227,5238,173144,5210,164860,5161,8284,1695,83,134,186360,5124
0500000US12117,12117,"Seminole County, Florida",370342,1451,238210,5235,237516,5315,225551,5432,11965,1952,694,776,132132,5081
0500000US12119,12119,"Sumter County, Florida",116477,520,26881,3159,26881,3159,26115,3086,766,450,0,221,89596,3109
0500000US12127,12127,"Volusia County, Florida",446717,1290,233682,5574,233515,5574,218671,5940,14844,2443,167,189,213035,5687
0500000US12131,12131,"Walton County, Florida",55067,599,32957,1456,32580,1405,30506,1621,2074,1052,377,384,22110,1535
0500000US13013,13013,"Barrow County, Georgia",58925,439,36530,1796,36530,1796,34622,1812,1908,576,0,218,22395,1935
0500000US13015,13015,"Bartow County, Georgia",79948,957,48025,2511,47402,2672,43753,2757,3649,1342,623,699,31923,2560
0500000US13021,13021,"Bibb County, Georgia",119794,602,66052,2981,65793,2995,62032,3213,3761,1131,259,271,53742,2940
0500000US13031,13031,"Bulloch County, Georgia",61529,545,37363,2185,37290,2185,33175,2287,4115,1242,73,97,24166,2264
0500000US13045,13045,"Carroll County, Georgia",91675,881,53212,2273,53070,2254,49499,2500,3571,1102,142,241,38463,2407
0500000US13047,13047,"Catoosa County, Georgia",53204,611,34284,1812,34267,1814,32856,1842,1411,821,17,32,18920,1832
0500000US13051,13051,"Chatham County, Georgia",232073,714,153639,3280,151004,3328,139326,3518,11678,2126,2635,764,78434,3491
0500000US13057,13057,"Cherokee County, Georgia",188755,1039,128281,3124,128092,3173,123042,3131,5050,1426,189,239,60474,3142
0500000US13059,13059,"Clarke County, Georgia",104526,895,64437,2541,64431,2540,60810,2510,3621,773,6,13,40089,2741
0500000US13063,13063,"Clayton County, Georgia",208338,1161,137979,3802,137662,3813,127080,3573,10582,2274,317,261,70359,3999
0500000US13067,13067,"Cobb County, Georgia",587592,1518,411224,6090,410517,6209,392106,6297,18411,2572,707,560,176368,6150
0500000US13073,13073,"Columbia County, Georgia",113430,952,72328,2791,68021,2916,65187,3038,2834,1174,4307,1851,41102,2896
0500000US13077,13077,"Coweta County, Georgia",108644,682,73888,2777,73888,2777,69693,2922,4195,937,0,218,34756,2854
0500000US13089,13089,"DeKalb County, Georgia",582447,1441,399781,5714,398891,5723,372074,5746,26817,3135,890,601,182666,5659
0500000US13095,13095,"Dougherty County, Georgia",69864,651,41136,2471,41025,2441,35405,2348,5620,1542,111,126,28728,2454
0500000US13097,13097,"Douglas County, Georgia",109775,882,76145,2316,76145,2316,70398,2731,5747,1814,0,218,33630,2336
0500000US13113,13113,"Fayette County, Georgia",89885,624,56776,1989,56776,1989,54138,2108,2638,882,0,218,33109,2123
0500000US13115,13115,"Floyd County, Georgia",76663,696,45861,1939,45829,1931,42953,1966,2876,888,32,54,30802,2137
0500000US13117,13117,"Forsyth County, Georgia",166561,551,114266,2204,114045,2264,111362,2308,2683,675,221,257,52295,2267
0500000US13121,13121,"Fulton County, Georgia",820040,1658,554239,6928,553607,6882,519248,7063,34359,4116,632,583,265801,6896
0500000US13127,13127,"Glynn County, Georgia",66934,585,40812,1925,40812,1925,38596,2169,2216,896,0,218,26122,2119
0500000US13135,13135,"Gwinnett County, Georgia",686073,1977,475638,6915,474986,7033,458311,7102,16675,2758,652,424,210435,6832
0500000US13139,13139,"Hall County, Georgia",150824,805,94537,2480,94333,2522,91777,2719,2556,858,204,266,56287,2667
0500000US13151,13151,"Henry County, Georgia",170677,1376,112921,3948,112877,3955,106824,3849,6053,1611,44,79,57756,4073
0500000US13153,13153,"Houston County, Georgia",117495,840,77526,3067,76191,3105,71980,3096,4211,1391,1335,643,39969,3078
0500000US13179,13179,"Liberty County, Georgia",46522,678,30481,1366,24676,1519,21828,1550,2848,723,5805,923,16041,1275
0500000US13185,13185,"Lowndes County, Georgia",90000,631,52949,2857,49173,2984,46243,2700,2930,1049,3776,1389,37051,2827
0500000US13215,13215,"Muscogee County, Georgia",153962,762,94000,2981,87265,3122,80530,3585,6735,1537,6735,1323,59962,2977
0500000US13217,13217,"Newton County, Georgia",82087,550,49015,2843,49015,2843,44793,3118,4222,1602,0,218,33072,2820
0500000US13223,13223,"Paulding County, Georgia",118894,847,77574,3120,77205,3232,74892,3274,2313,850,369,454,41320,3315
0500000US13245,13245,"Richmond County, Georgia",159109,743,95769,3155,89966,3204,80602,3638,9364,1968,5803,1005,63340,3234
0500000US13247,13247,"Rockdale County, Georgia",70096,596,41758,2000,41650,2002,38625,1914,3025,1000,108,184,28338,2186
0500000US13285,13285,"Troup County, Georgia",54224,383,34129,1770,34129,1770,31497,1758,2632,913,0,218,20095,1780
0500000US13295,13295,"Walker County, Georgia",53581,611,29698,2041,29500,2141,27557,2096,1943,1014,198,297,23883,2166
0500000US13297,13297,"Walton County, Georgia",70606,822,43534,2329,43534,2329,40475,2429,3059,1508,0,218,27072,2588
0500000US13313,13313,"Whitfield County, Georgia",80219,835,50388,2135,50388,2135,46759,2344,3629,1239,0,218,29831,2146
0500000US15001,15001,"Hawaii County, Hawaii",160212,727,91641,3400,91409,3360,85429,3559,5980,1314,232,311,68571,3283
0500000US15003,15003,"Honolulu County, Hawaii",802599,1243,537502,4664,499550,5311,479246,5610,20304,2262,37952,2531,265097,4810
0500000US15007,15007,"Kauai County, Hawaii",57404,650,38566,1757,38423,1753,36149,2083,2274,950,143,141,18838,1703
0500000US15009,15009,"Maui County, Hawaii",132011,754,88807,2435,88807,2435,85569,2640,3238,892,0,185,43204,2541
0500000US16001,16001,"Ada County, Idaho",348488,1371,231632,4953,230863,4934,222332,5386,8531,1860,769,401,116856,4901
0500000US16005,16005,"Bannock County, Idaho",64209,730,38319,2167,38286,2167,35939,2154,2347,926,33,54,25890,2397
0500000US16019,16019,"Bonneville County, Idaho",81129,587,51831,1863,51698,1894,50285,1906,1413,641,133,153,29298,1840
0500000US16027,16027,"Canyon County, Idaho",156779,805,100966,3160,100833,3181,93010,3171,7823,1928,133,176,55813,3112
0500000US16055,16055,"Kootenai County, Idaho",122757,886,72785,2567,72785,2567,68353,2452,4432,1374,0,198,49972,2662
0500000US16083,16083,"Twin Falls County, Idaho",62901,522,40434,1625,40434,1625,39448,1699,986,499,0,198,22467,1602
0500000US17001,17001,"Adams County, Illinois",53425,258,34049,1528,34049,1528,32174,1577,1875,655,0,185,19376,1556
0500000US17019,17019,"Champaign County, Illinois",173371,791,110427,2773,110346,2781,106361,3028,3985,1214,81,134,62944,3001
0500000US17031,17031,"Cook County, Illinois",4171529,3154,2756520,11849,2755650,11890,2553709,13764,201941,7151,870,396,1415009,12008
0500000US17037,17037,"DeKalb County, Illinois",84059,716,59348,1886,59348,1886,55997,2025,3351,749,0,185,24711,1935
0500000US17043,17043,"DuPage County, Illinois",741693,1455,512282,5453,512003,5484,490593,5511,21410,2240,279,299,229411,5505
0500000US17089,17089,"Kane County, Illinois",408455,1207,279631,4076,279404,4082,262109,4244,17295,2801,227,200,128824,4384
