GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15
0500000US01081,01081,"Lee County, Alabama",69690,3179,3749,1064,1651,696,2825,920,4555,1079,7107,1751,10727,1683,9668,1765,9392,2316,2931,1005,2891,1318,2215,665,888,490,5499,1256,5592,1551
0500000US01083,01083,"Limestone County, Alabama",36941,2582,1428,683,1539,660,1422,605,5070,1207,5266,1121,7923,1520,3493,890,1733,615,1675,783,1782,765,1074,592,334,281,2438,917,1764,669
0500000US01089,01089,"Madison County, Alabama",169241,3881,4356,1198,4151,1142,9764,1595,15836,1893,19663,2331,29784,2976,23918,2639,16929,2696,6702,1487,9755,2064,5611,1375,1428,671,11157,1886,10187,1973
0500000US01095,01095,"Marshall County, Alabama",36700,2088,2472,1030,2271,1007,3345,946,5388,1597,5067,1186,5691,1279,2784,768,1429,562,238,144,1249,709,295,214,299,265,3531,1147,2641,1132
0500000US01097,01097,"Mobile County, Alabama",165398,4751,10650,2004,8980,1659,13105,2032,18691,2726,20412,2248,26167,2672,19347,2112,11087,1752,5215,1099,5995,1236,4609,1416,1762,692,9317,1370,10061,1789
0500000US01101,01101,"Montgomery County, Alabama",97587,3721,3250,782,3599,976,3702,1205,8715,1451,11422,1527,14599,1783,16340,1756,6878,1386,3221,1115,4151,1164,1865,786,1095,618,7329,1584,11421,2128
0500000US01103,01103,"Morgan County, Alabama",47376,3086,2753,646,2342,848,2667,863,8414,1882,4044,884,7895,1719,4236,1034,3236,821,1338,657,1400,575,1104,552,191,199,4142,1049,3614,1149
0500000US01115,01115,"St. Clair County, Alabama",37011,1855,2085,874,2331,927,2037,912,5131,1407,4314,1168,7318,1418,3614,1090,2352,730,441,333,435,409,1317,830,403,433,2909,974,2324,1004
0500000US01117,01117,"Shelby County, Alabama",98983,3198,3210,746,3419,1068,5157,1155,12085,1829,14023,1572,18679,2540,10783,2125,8300,1615,4428,967,4608,898,2998,830,808,395,5138,1121,5347,1110
0500000US01121,01121,"Talladega County, Alabama",29907,2475,3940,1426,2429,932,1343,607,3003,938,3117,1041,3787,1025,3318,927,1850,561,490,305,180,177,758,424,727,404,3382,1244,1583,887
0500000US01125,01125,"Tuscaloosa County, Alabama",90848,4193,4542,1104,3368,1072,6186,1552,7584,1757,8231,1388,12964,2059,12502,1915,5778,1485,2468,916,6126,1546,2274,745,748,440,6853,1551,11224,2482
0500000US01127,01127,"Walker County, Alabama",21519,1977,1833,691,1891,737,2223,687,1635,461,2243,583,3282,994,2826,988,1466,664,398,261,558,390,488,372,32,55,1181,502,1463,638
0500000US02020,02020,"Anchorage Municipality, Alaska",151310,3458,3928,1323,4145,1027,5629,1251,12164,1861,16393,2257,21167,2744,20127,2034,17433,2072,12027,2067,10637,1957,5006,1055,2472,728,9572,1689,10610,2193
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",51370,2972,2530,1001,2298,851,4666,1200,3750,1489,5031,1480,6898,1719,6119,1227,5072,1528,2426,1034,2963,912,1506,724,922,534,3300,1257,3889,1420
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",39981,1720,2772,748,3279,769,2599,745,3665,807,3200,656,4556,737,4291,772,2924,876,1583,484,3179,839,1746,632,766,346,2856,658,2565,711
0500000US04001,04001,"Apache County, Arizona",17891,1210,1029,411,865,452,1484,637,1181,429,1942,572,3016,626,4250,800,1011,461,94,107,346,190,234,206,366,253,1075,458,998,511
0500000US04003,04003,"Cochise County, Arizona",43313,2934,2153,649,2032,690,2313,771,3161,1040,5101,1140,6544,1501,6961,1456,4627,1271,1526,595,1592,627,1557,680,828,478,2750,886,2168,739
0500000US04005,04005,"Coconino County, Arizona",58864,2384,2684,966,2340,718,2554,903,2784,948,6365,1281,7719,1543,7788,1480,7292,1394,3014,951,3614,1150,2289,886,539,423,7146,1289,2736,782
0500000US04013,04013,"Maricopa County, Arizona",1832371,13983,136879,6270,112510,6649,111456,6080,182463,7584,176281,6258,253473,8874,178660,7517,185030,7596,78759,5256,106120,5421,51624,3863,26050,2808,110658,5922,122408,6380
0500000US04015,04015,"Mohave County, Arizona",65852,3096,5949,1298,4401,1177,5560,1360,3726,982,4437,963,8377,1668,8022,1565,4760,1451,2359,836,3297,942,1923,744,368,388,5744,1657,6929,1382
0500000US04017,04017,"Navajo County, Arizona",30638,1969,2399,791,1364,584,1884,579,2046,577,2436,721,4688,1039,5545,1177,3730,981,1028,434,1591,610,463,376,175,163,2293,594,996,448
0500000US04019,04019,"Pima County, Arizona",407052,5969,22159,2639,20193,2792,24430,2913,36816,3501,37831,3535,60782,4275,46172,3199,39480,2990,18334,2213,24419,2719,10648,1664,6406,1361,29775,2951,29607,3061
0500000US04021,04021,"Pinal County, Arizona",136991,4812,15215,2381,10517,2097,9922,2291,12001,1927,12115,1991,17278,2064,13040,1979,8869,1514,3384,1204,4817,1020,3421,1030,2976,1244,11213,2116,12223,2044
0500000US04025,04025,"Yavapai County, Arizona",79088,4872,4841,1681,2714,914,3816,1298,5345,1443,8372,1818,9896,1920,10134,1847,7438,1499,4862,1633,6066,1849,3115,1023,1274,660,6311,2046,4904,1219
0500000US04027,04027,"Yuma County, Arizona",76152,2936,8192,1622,5088,1174,5798,1214,6264,1398,5820,1356,8970,1504,8897,1427,7069,1434,2307,963,4960,1211,1551,676,600,378,5311,1201,5325,1148
0500000US05007,05007,"Benton County, Arkansas",118557,3302,5550,1398,4061,1251,3578,829,10357,1565,11477,1315,36313,3306,15024,1742,11465,1526,2930,652,3686,902,1247,609,663,337,6217,1135,5989,1212
0500000US05031,05031,"Craighead County, Arkansas",44894,2556,1653,674,1956,742,3051,1175,2478,751,4283,1158,7448,1673,8719,1711,2188,911,3004,1277,1854,807,1299,704,324,264,3736,1272,2901,928
0500000US05045,05045,"Faulkner County, Arkansas",52285,2783,2695,822,2478,829,3437,880,3611,1173,6242,1384,7969,1565,7278,1200,5686,1264,1488,667,2084,843,510,479,498,338,2488,998,5821,1771
0500000US05051,05051,"Garland County, Arkansas",39657,2456,1963,944,1442,789,1992,888,3654,1332,4980,1249,5043,1159,5672,1438,3783,1384,1275,1006,1680,834,1436,746,641,622,2558,900,3538,1034
0500000US05069,05069,"Jefferson County, Arkansas",24061,2174,967,445,1010,481,1675,586,2110,825,2843,859,2727,796,3217,926,3351,1108,542,310,455,329,1089,529,181,214,2127,805,1767,763
0500000US05085,05085,"Lonoke County, Arkansas",32864,2037,1187,584,1926,829,1179,609,5345,1247,4022,926,7052,1304,3936,875,1867,826,630,411,539,276,1042,548,696,503,1537,678,1906,731
0500000US05119,05119,"Pulaski County, Arkansas",175184,4609,5292,1492,3776,933,7884,1361,13311,2008,20906,2232,31101,3845,27042,3093,19082,2339,7585,1431,9976,1931,4386,1439,1687,893,10576,2017,12580,2118
0500000US05125,05125,"Saline County, Arkansas",56059,2532,529,249,1919,666,4164,1553,6762,1427,7178,1418,13480,2402,6190,1400,4574,1236,740,347,2314,768,1147,885,496,334,1875,789,4691,1127
0500000US05131,05131,"Sebastian County, Arkansas",54351,2348,2828,873,2498,943,2732,1090,6487,1437,6832,1414,5165,1267,6960,1569,4376,1133,1986,698,2670,945,662,468,206,185,4679,1086,6270,1502
0500000US05143,05143,"Washington County, Arkansas",102842,3607,4008,1157,2420,957,5220,1371,8270,1832,12042,2025,19502,3029,14853,2162,8574,1722,3574,1105,4315,1195,2894,837,1711,904,7289,1910,8170,1526
0500000US05145,05145,"White County, Arkansas",31654,1714,2127,815,771,419,3490,1255,3824,1238,2567,713,4382,1223,4017,948,2283,937,1369,768,963,445,223,286,142,165,3257,1105,2239,959
0500000US06001,06001,"Alameda County, California",710935,9913,26867,2530,22455,2490,26980,2378,48256,3421,43190,3327,92017,4919,85294,4825,104185,5343,55658,3660,77806,4773,31261,2559,11671,1806,47390,3419,37905,3040
0500000US06007,06007,"Butte County, California",84854,3525,5001,1328,2529,935,4075,1656,4967,1374,8465,1485,8471,1385,11698,2000,7866,1885,5810,1420,7326,1466,3329,1178,2193,822,5772,1138,7352,1640
0500000US06013,06013,"Contra Costa County, California",501883,6501,32647,3595,24869,2387,28102,2754,42164,3380,45333,3632,68664,4593,58344,4453,56445,3816,27804,2308,35668,3880,18182,2104,6234,1266,29900,3013,27527,2930
0500000US06017,06017,"El Dorado County, California",73427,3398,3072,755,2739,910,3722,764,6646,1307,6943,1536,11677,1713,8902,1615,8869,1709,4780,1015,3744,798,2007,773,919,447,6784,1715,2623,932
0500000US06019,06019,"Fresno County, California",365322,7003,22186,2652,23223,2904,17506,2108,32033,3399,31067,3116,57177,3639,48129,3538,33280,3066,12717,1756,16287,2198,12488,2078,6280,1297,28187,2559,24762,2320
0500000US06023,06023,"Humboldt County, California",56256,2826,2138,751,1422,687,1328,589,2048,788,4325,1325,5165,1190,8404,1684,9290,2050,3199,970,4241,1540,2299,1028,1883,700,5263,1532,5251,1852
0500000US06025,06025,"Imperial County, California",57206,3407,4281,1189,3956,1281,4113,1078,4854,1591,4534,1218,5620,1337,8350,1670,4680,1197,1654,651,3717,1250,2783,902,514,388,4977,1366,3173,918
0500000US06029,06029,"Kern County, California",320111,7085,24500,3495,16746,2536,16570,2318,48759,4629,31922,3820,47118,4000,28619,3205,30239,3133,10089,1958,14895,2802,9144,2011,3578,933,16174,1905,21758,3147
0500000US06031,06031,"Kings County, California",54854,2585,5203,1403,4721,1359,3211,1072,5864,1477,4990,1404,7290,1405,5916,1362,4831,1385,1763,871,2112,983,1616,1034,700,447,3560,1292,3077,1076
0500000US06033,06033,"Lake County, California",17486,2176,377,380,1106,592,2534,1154,328,251,2087,943,1608,690,3281,1154,1175,806,845,607,1758,901,427,362,212,312,1228,611,520,534
0500000US06037,06037,"Los Angeles County, California",4514268,21810,248259,7404,201451,8114,187425,7026,395969,10753,329899,9569,634164,9878,413001,9911,586000,13163,281060,8570,421494,10856,173321,7132,76827,4257,302681,8240,262717,9476
0500000US06039,06039,"Madera County, California",53213,3046,6924,1926,2882,1235,4852,1458,5796,1437,3418,984,7541,1949,5453,1548,3853,1496,1495,751,2742,916,1769,859,836,488,3461,1103,2191,836
0500000US06041,06041,"Marin County, California",113724,3343,2795,734,2139,824,3814,1113,7192,1519,11512,1450,12792,1845,16907,2385,17085,2420,7763,1311,13385,2072,5371,972,2160,625,5844,1329,4965,1247
0500000US06045,06045,"Mendocino County, California",32828,1877,3837,1346,524,343,1642,614,1213,463,2461,907,3996,1143,4758,1039,4945,1060,1733,602,2611,811,1047,587,699,349,1665,652,1697,652
0500000US06047,06047,"Merced County, California",93717,3384,10980,1702,5951,1503,6686,1473,8570,1810,7067,1632,10568,1528,10606,1587,6457,1380,2983,848,4038,1130,2533,883,1212,480,7154,1704,8912,1853
0500000US06053,06053,"Monterey County, California",182940,4348,8486,1371,6562,2036,8624,1979,16610,2220,19770,2735,32467,3574,23751,3015,18261,2313,5836,1129,13493,1802,6524,1344,2644,900,11290,1561,8622,1901
0500000US06055,06055,"Napa County, California",66829,2555,2679,785,2901,873,2137,834,6954,1440,5447,1162,8829,1807,8525,1418,9099,1321,4441,914,4889,939,2430,801,1487,522,4814,1110,2197,577
0500000US06057,06057,"Nevada County, California",35559,2957,845,528,713,515,760,408,1814,758,3326,1319,5184,1120,4544,1088,5114,1402,3057,932,4037,951,1750,715,521,557,2418,816,1476,650
0500000US06059,06059,"Orange County, California",1460487,11384,76721,4780,56951,4653,67193,4815,114328,6070,126652,4965,207693,8219,165381,6855,177199,7779,92179,5233,130746,6799,53509,4308,22593,2436,92669,5082,76673,4776
0500000US06061,06061,"Placer County, California",156901,4310,6803,1381,5338,1169,9087,1587,18042,2111,15462,1752,20957,2158,16699,2115,21990,2279,7888,1226,9130,1405,5776,1354,2376,1055,9062,1263,8291,1475
0500000US06065,06065,"Riverside County, California",925093,11155,105415,6284,63234,4970,50452,3809,93029,5227,77250,5150,111553,4939,67844,4547,78429,5352,31762,3404,51918,3641,30066,3054,12198,1566,78266,4896,73677,4801
0500000US06067,06067,"Sacramento County, California",630861,8193,36983,3139,23137,2404,27979,2821,54498,3898,60593,4277,91657,4748,72212,4021,70011,4803,35938,3364,41848,2964,20036,2403,9733,1624,44896,3493,41340,4742
0500000US06071,06071,"San Bernardino County, California",827016,12268,88192,5341,51762,3962,50540,4339,83793,5861,64536,4044,106123,5539,72110,4904,70211,4849,32906,3283,41359,3805,26731,3067,12653,2037,65164,4954,60936,4449
0500000US06073,06073,"San Diego County, California",1490686,12544,72791,5303,66864,5069,89715,4805,148242,7921,147736,7119,208375,8092,157327,5816,162104,7400,79247,4228,113788,6282,49143,4126,18111,2416,95121,5148,82122,4790
0500000US06075,06075,"San Francisco County, California",468278,5824,8173,1742,8841,1436,10309,1616,27964,3625,30491,3087,61163,4491,55167,4338,85631,5242,50263,4038,57965,3214,21615,2491,8520,1602,23853,3019,18323,2631
0500000US06077,06077,"San Joaquin County, California",281185,5906,37147,3596,20680,2399,15504,1736,26133,2840,28895,2802,28140,3335,24015,2416,23251,2726,9621,1651,13863,1827,6730,1280,3572,874,25912,3132,17722,2279
0500000US06079,06079,"San Luis Obispo County, California",125439,3859,4519,1380,2448,864,4680,1205,7066,1762,12101,1930,18684,2573,20378,2714,13896,1870,8923,1563,11842,2434,3734,945,2156,938,7795,1881,7217,1750
0500000US06081,06081,"San Mateo County, California",385811,5632,11892,1642,10014,1788,15636,2290,23821,2499,29032,2551,55174,3278,43175,2724,60409,3832,31522,2631,42472,3117,14776,1858,5966,1226,21298,2479,20624,2622
0500000US06083,06083,"Santa Barbara County, California",199218,5659,7496,1791,6978,1555,12177,2212,20086,2783,18680,2294,23864,2539,23784,2634,19197,2275,13211,2059,13612,1748,8861,1666,2793,824,16459,2309,12020,2190
0500000US06085,06085,"Santa Clara County, California",886766,9337,30167,2711,27379,2915,29268,2874,55908,4352,56819,3627,103328,5175,99066,4696,126062,6185,79954,3887,126802,5626,44408,3583,11744,1692,50907,3314,44954,3402
0500000US06087,06087,"Santa Cruz County, California",122465,3891,4438,1498,4365,1566,4919,1318,10459,2035,8883,1579,13800,2136,17103,2318,13517,1666,6631,1272,11467,2132,6825,1802,2996,1184,10466,1931,6596,1701
0500000US06089,06089,"Shasta County, California",67051,2970,4394,1294,1791,702,3427,1036,4473,1201,5573,1382,8452,1289,10395,1680,7808,1417,2737,756,4339,1047,2434,675,703,361,5274,1298,5251,1143
0500000US06095,06095,"Solano County, California",194883,4593,17762,2143,14947,2515,14778,2115,17643,1910,14394,1926,25456,2626,16896,2408,16561,2063,8597,1560,8749,1561,7603,1823,2084,656,14705,2446,14708,2208
0500000US06097,06097,"Sonoma County, California",230506,5312,12599,1836,6201,1382,11079,1643,17679,2401,19685,2285,26503,2830,31863,2924,29142,2504,14064,1981,20788,2512,7733,1539,4784,1125,15270,2353,13116,2041
0500000US06099,06099,"Stanislaus County, California",206547,5496,23528,2748,11044,1889,11316,2049,20338,2805,16236,2046,28971,2933,21489,2332,17154,2253,7912,1704,10420,1874,5013,1096,1774,1031,15244,2191,16108,2394
0500000US06101,06101,"Sutter County, California",36857,2201,2489,750,2222,974,2280,1194,3631,1027,2737,832,4450,831,4724,1058,3417,755,984,544,1800,634,725,341,621,343,3217,1016,3560,967
0500000US06107,06107,"Tulare County, California",164950,4911,14552,2194,14675,2300,12529,1882,19764,3009,13585,2270,20719,2719,18863,2730,13271,2361,3809,1207,8287,1782,2449,796,1400,563,12674,2111,8373,1907
0500000US06111,06111,"Ventura County, California",389131,5757,18845,2185,15053,2063,27648,3478,38576,3376,39377,3246,50694,3557,45421,3548,43039,3380,19467,2117,27657,2305,13473,1848,5569,1127,22007,2540,22305,2908
0500000US06113,06113,"Yolo County, California",87190,3023,4516,1402,2881,1057,4215,1100,7827,1385,7212,1351,7696,1499,12426,1552,12668,1693,5611,1143,8035,1481,2441,845,2899,1042,4200,1131,4563,1276
0500000US06115,06115,"Yuba County, California",28095,2079,2802,1043,1223,571,964,463,3805,1134,3515,1064,3165,1077,3122,926,2284,754,404,339,1461,724,323,253,377,330,2986,973,1664,847
0500000US08001,08001,"Adams County, Colorado",241358,4823,12619,1822,15118,2046,15149,1907,31619,3587,27374,2590,36545,3624,23372,2559,17489,2021,7980,1667,12644,1853,6136,1525,2700,747,14991,1965,17622,2364
0500000US08005,08005,"Arapahoe County, Colorado",313177,5979,15486,2249,10409,1648,17129,1913,32028,2958,33403,2735,48715,3231,34170,2490,31964,2500,17229,1845,21229,3161,7846,1216,5721,1252,21832,3091,16016,1625
0500000US08013,08013,"Boulder County, Colorado",147872,4036,3480,896,2598,692,3982,844,8009,1407,11362,1874,20168,2511,21323,1610,21661,1907,12606,1720,15515,2212,5519,1590,2086,728,9045,1682,10518,1958
0500000US08014,08014,"Broomfield County, Colorado",32245,1675,1056,468,892,420,1230,500,2698,802,3252,884,5655,1226,5394,1080,3251,723,2386,681,2526,824,933,485,377,259,1358,458,1237,458
0500000US08031,08031,"Denver County, Colorado",346403,5869,11363,1997,11837,1962,16446,2524,26968,2774,30772,2812,51288,3998,46249,3352,43652,3502,27068,2644,24239,2808,9432,1985,4529,1347,22735,3296,19825,2539
0500000US08035,08035,"Douglas County, Colorado",155039,3948,4767,1285,3725,1065,5655,1123,14201,1737,18920,2183,27650,2120,21164,2272,20081,2295,7928,1379,11154,1793,5035,1021,1701,695,6934,2016,6124,1503
0500000US08041,08041,"El Paso County, Colorado",315022,5618,14020,1851,12571,2051,21741,2427,28522,2019,34105,3483,50689,4141,38928,3187,32193,2725,14417,1847,16499,2212,9764,1902,5822,1138,18371,2659,17380,1995
0500000US08059,08059,"Jefferson County, Colorado",277938,5477,11307,1722,11089,1904,12443,1717,28882,2828,30739,2673,44159,3091,34805,3124,31300,2682,13914,1698,18384,2198,8054,1477,3955,1026,14626,1948,14281,1886
0500000US08069,08069,"Larimer County, Colorado",161872,4313,5629,1346,4702,1224,9705,1388,12581,1767,15687,2067,23278,2414,21839,1991,17175,2515,10104,1731,12677,1883,5448,1278,3110,1148,11082,2134,8855,1611
0500000US08077,08077,"Mesa County, Colorado",62685,3044,4034,1284,1553,791,3017,953,5940,1548,8238,1707,7946,1605,8636,1456,5006,1349,1860,726,3411,1049,2787,1092,505,312,5787,1315,3965,957
0500000US08101,08101,"Pueblo County, Colorado",64966,2525,4270,1152,3157,999,3355,1079,5650,1484,7136,1208,10947,1466,7537,1433,6738,1361,2507,1049,2610,794,2117,863,453,341,3895,1021,4594,1093
0500000US08123,08123,"Weld County, Colorado",130344,2995,7953,1253,8539,1321,9360,1211,13257,1641,15274,2055,17714,1883,14934,1834,10661,1455,4383,999,5958,1121,3129,1004,1679,817,7755,1483,9748,1666
0500000US09001,09001,"Fairfield County, Connecticut",439676,6219,10873,1763,9642,1544,16806,2371,32981,2922,41075,2832,70600,4704,55562,4089,63795,3021,37464,3097,33306,3346,14433,1858,5189,1378,27633,2738,20317,2410
0500000US09003,09003,"Hartford County, Connecticut",419442,6593,12583,1810,12486,2169,17695,2362,32654,2954,45327,3450,63101,4433,54701,3947,52803,3410,29616,2799,25724,2686,12389,1744,6226,1307,30408,2841,23729,2624
0500000US09005,09005,"Litchfield County, Connecticut",90843,2546,2075,706,3508,1042,4497,877,8906,1388,11337,1758,13802,1823,13330,1601,10005,1470,5206,1040,5235,1019,2056,726,1374,422,6642,1172,2870,731
0500000US09007,09007,"Middlesex County, Connecticut",82417,3002,1778,706,1646,558,3616,972,6912,1155,11057,1632,13686,1982,10666,1611,10285,1447,6583,1196,4435,1135,1954,889,1335,617,4878,1117,3586,716
0500000US09009,09009,"New Haven County, Connecticut",401329,5613,13791,1979,9867,2179,18100,2209,34240,3646,47097,3972,52704,3526,52909,3489,55117,3881,30784,2622,23840,2226,8532,1539,5960,1408,26225,2926,22163,2898
0500000US09011,09011,"New London County, Connecticut",132960,2857,6289,1452,3874,1149,8191,1383,12968,1903,14833,1756,14634,1874,12693,1651,14231,1688,8816,1337,9238,1615,3450,868,2655,794,10063,1591,11025,1690
0500000US09013,09013,"Tolland County, Connecticut",71932,2576,1566,690,1377,724,3256,1099,5651,1352,6177,1034,12059,1688,9577,1550,9307,1465,4151,850,3731,853,1831,810,1446,727,7677,1565,4126,1216
0500000US09015,09015,"Windham County, Connecticut",53206,2754,2561,936,2190,951,3454,1019,4176,1084,5499,1205,7841,1548,7542,1515,4485,1116,2718,719,1451,443,717,378,868,505,4337,1142,5367,1228
0500000US10001,10001,"Kent County, Delaware",74456,3154,4706,1272,2474,959,4372,1258,6172,1172,8424,1559,13573,2245,7083,1350,6538,1324,2808,1117,2867,978,2227,1031,1343,599,5403,1146,6466,1708
0500000US10003,10003,"New Castle County, Delaware",255460,5428,9353,1983,8501,1548,11288,1578,26448,2641,22918,2348,49086,3885,27808,2367,29785,2668,12389,1597,14709,2370,6840,1642,4031,931,14901,2199,17403,2397
0500000US10005,10005,"Sussex County, Delaware",89675,3011,3059,906,3296,888,3755,1075,9761,1686,8552,1498,13413,1579,11500,1577,9710,1603,4754,1055,5945,1189,1541,669,796,483,5268,1199,8325,1873
0500000US11001,11001,"District of Columbia, District of Columbia",340443,5640,6400,1318,6449,1442,7352,1613,17703,2404,18217,2314,40680,3542,42965,3433,74024,3525,44897,3763,36511,3437,10853,1631,3939,1080,14729,1835,15724,2277
0500000US12001,12001,"Alachua County, Florida",111197,5191,3404,1026,3340,1349,1987,825,5887,1883,7971,1460,15341,2369,14090,2078,14584,2498,11186,2240,10759,1911,2856,1030,2221,994,7554,1793,10017,2196
0500000US12005,12005,"Bay County, Florida",80662,3030,3190,961,2677,835,3787,955,8968,1786,9367,1935,11684,1534,10805,1519,7789,1680,3756,922,3606,959,2791,1096,945,472,4538,1167,6759,1360
0500000US12009,12009,"Brevard County, Florida",222936,6904,8728,1889,4906,1130,9607,1749,19608,2611,25451,2871,33003,3247,29417,3343,21134,2653,12666,2332,17668,2534,10574,2451,3678,1160,10487,1879,16009,2725
0500000US12011,12011,"Broward County, Florida",893642,10352,25916,3257,24103,3086,26419,3034,80491,5707,81344,5196,144017,7887,86990,4872,117686,7039,55596,3899,85452,5393,31951,2956,16173,2552,60752,4680,56752,4370
0500000US12015,12015,"Charlotte County, Florida",53732,3019,2433,822,1590,744,2232,721,4127,1228,4540,1302,6947,1364,6699,1357,8297,1807,2488,822,3618,1032,1429,665,205,207,5446,1655,3681,1213
0500000US12017,12017,"Citrus County, Florida",41727,3233,1559,673,1951,805,2364,1092,4278,1452,3230,1131,7076,1642,5637,1514,3850,1075,1536,679,2458,761,1580,862,1378,808,1713,718,3117,1318
0500000US12019,12019,"Clay County, Florida",93125,3543,6559,1677,4524,1287,6649,1748,12648,2453,12218,2262,8871,1940,8794,2435,8546,1723,4582,1488,6207,1389,2276,970,1271,693,5210,1666,4770,1528
0500000US12021,12021,"Collier County, Florida",139525,4268,4633,1484,4427,1463,6083,1487,15157,2673,14525,3749,20191,3250,17730,2257,16521,2807,8864,1656,9878,1517,4214,1207,1223,516,8104,1844,7975,2028
0500000US12023,12023,"Columbia County, Florida",22553,2154,1338,546,1235,700,1404,650,2440,826,2139,906,2112,738,3233,901,2524,939,1086,532,1133,593,200,326,222,269,1103,616,2384,1045
