GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
0500000US01003,01003,"Baldwin County, Alabama",76779,3010,56144,2831,20635,2761
0500000US01015,01015,"Calhoun County, Alabama",43972,1687,29321,1746,14651,1883
0500000US01043,01043,"Cullman County, Alabama",30299,1234,23306,1387,6993,1380
0500000US01049,01049,"DeKalb County, Alabama",25383,1190,18185,1270,7198,1232
0500000US01051,01051,"Elmore County, Alabama",29350,1102,20862,1438,8488,1395
0500000US01055,01055,"Etowah County, Alabama",38766,1489,27766,1670,11000,1537
0500000US01069,01069,"Houston County, Alabama",39167,959,25239,834,13928,833
0500000US01073,01073,"Jefferson County, Alabama",261904,4316,164444,4205,97460,4200
0500000US01077,01077,"Lauderdale County, Alabama",37875,1391,26444,1668,11431,1397
0500000US01081,01081,"Lee County, Alabama",59354,1783,34720,2259,24634,2393
0500000US01083,01083,"Limestone County, Alabama",31880,1214,23032,1402,8848,1324
0500000US01089,01089,"Madison County, Alabama",143669,2833,97908,3145,45761,2906
0500000US01095,01095,"Marshall County, Alabama",34726,1047,23374,1560,11352,1539
0500000US01097,01097,"Mobile County, Alabama",157141,2741,103022,3018,54119,3167
0500000US01101,01101,"Montgomery County, Alabama",90827,1963,53027,2777,37800,2858
0500000US01103,01103,"Morgan County, Alabama",44816,1847,34361,1853,10455,1432
0500000US01115,01115,"St. Clair County, Alabama",31615,1367,26735,1627,4880,1247
0500000US01117,01117,"Shelby County, Alabama",76059,1692,60642,1923,15417,1950
0500000US01121,01121,"Talladega County, Alabama",31517,1635,24302,1474,7215,1363
0500000US01125,01125,"Tuscaloosa County, Alabama",73825,2003,45372,2128,28453,2381
0500000US01127,01127,"Walker County, Alabama",23863,1316,18851,1324,5012,869
0500000US02020,02020,"Anchorage Municipality, Alaska",105249,1864,64320,2628,40929,3066
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",33770,1901,21049,1667,12721,1553
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",30305,769,23092,768,7213,823
0500000US04001,04001,"Apache County, Arizona",20018,884,15698,963,4320,536
0500000US04003,04003,"Cochise County, Arizona",50147,2119,33179,1669,16968,1577
0500000US04005,04005,"Coconino County, Arizona",47408,1957,28464,1604,18944,1866
0500000US04013,04013,"Maricopa County, Arizona",1521131,9246,920114,9029,601017,10384
0500000US04015,04015,"Mohave County, Arizona",84876,2775,58167,2949,26709,2643
0500000US04017,04017,"Navajo County, Arizona",33587,1656,23358,1352,10229,1344
0500000US04019,04019,"Pima County, Arizona",400835,4105,251474,5470,149361,4704
0500000US04021,04021,"Pinal County, Arizona",132352,3221,100589,3136,31763,2661
0500000US04025,04025,"Yavapai County, Arizona",94962,2874,69791,3002,25171,2668
0500000US04027,04027,"Yuma County, Arizona",73072,2001,49974,2135,23098,2396
0500000US05007,05007,"Benton County, Arkansas",94494,1606,62840,2362,31654,2333
0500000US05031,05031,"Craighead County, Arkansas",39813,1369,21589,1618,18224,1985
0500000US05045,05045,"Faulkner County, Arkansas",43964,1306,26698,1258,17266,1526
0500000US05051,05051,"Garland County, Arkansas",39309,2140,26135,1781,13174,2103
0500000US05069,05069,"Jefferson County, Arkansas",26750,1509,15814,1143,10936,1361
0500000US05085,05085,"Lonoke County, Arkansas",26327,934,18007,1363,8320,1303
0500000US05119,05119,"Pulaski County, Arkansas",161291,2762,90571,3051,70720,3115
