GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
0500000US04015,04015,"Mohave County, Arizona",68236,3121,63445,3130,55428,3088,8017,1536,7198,1458,306,279,293,281,220,209,0,204,576,368,533,363,0,204,0,204,0,204,43,73,256,266,213,224,63,110,877,456,422,275,2384,828
0500000US04019,04019,"Pima County, Arizona",430410,6155,374106,6562,328862,7158,45244,3700,33631,3303,6615,1563,3198,1458,1049,544,751,368,11171,1750,10905,1701,42,67,44,76,141,245,39,65,109,131,1682,673,7033,1490,8136,1368,4815,1203,23358,3365
0500000US04021,04021,"Pinal County, Arizona",145575,4810,130924,4562,112242,5449,18682,3000,13693,2576,3362,1293,647,399,711,461,269,228,295,259,279,255,0,204,0,204,16,38,0,204,62,105,513,308,215,230,2960,1422,2022,803,8584,1694
0500000US04025,04025,"Yavapai County, Arizona",84879,4855,74424,4648,65110,5048,9314,2088,7653,1762,941,491,212,330,95,158,413,479,240,214,240,214,0,204,0,204,0,204,0,204,437,370,126,171,800,476,1999,923,1062,748,5791,1436
0500000US04027,04027,"Yuma County, Arizona",78190,2863,69851,3427,62306,3795,7545,1623,5101,1184,936,450,200,172,1308,919,0,204,2659,1412,2510,1387,0,204,0,204,149,243,0,204,198,292,312,244,290,195,1836,617,1006,733,2038,1081
0500000US05119,05119,"Pulaski County, Arkansas",181380,4615,169011,4776,151794,5092,17217,2580,12567,2636,2779,1027,669,658,325,318,877,374,1685,631,1540,588,145,236,0,197,0,197,0,197,487,482,198,213,228,203,2461,918,1114,615,6196,1107
0500000US05143,05143,"Washington County, Arkansas",106794,3601,98137,3733,84777,3988,13360,2280,9790,2017,2368,1041,1111,801,0,197,91,166,940,595,932,593,0,197,0,197,0,197,8,16,388,390,480,431,517,378,2250,909,130,185,3952,1055
0500000US06001,06001,"Alameda County, California",766267,9656,539992,10013,459147,9191,80845,5652,56929,4334,17270,3033,4075,1175,1374,615,1197,546,115677,5364,34289,2702,477,319,70268,4569,7789,1277,2854,780,892,362,2619,672,18140,1993,24918,2836,8697,1477,55332,3593
0500000US06007,06007,"Butte County, California",89972,3534,77118,3772,67201,3822,9917,1861,7435,1645,1678,754,362,269,442,366,0,206,1205,716,1176,712,0,206,0,206,29,53,0,206,45,75,389,366,3497,1249,2375,806,225,244,5118,1085
0500000US06013,06013,"Contra Costa County, California",535228,6966,423307,7558,361245,7979,62062,4412,40393,3465,14512,2472,3435,1063,2409,1030,1313,700,55812,4408,6396,1269,288,224,44091,4123,4722,1252,315,330,554,510,969,524,3068,930,11570,2173,6603,1533,33345,3188
0500000US06017,06017,"El Dorado County, California",79778,3576,69507,3563,62998,3528,6509,1545,5031,1395,835,670,430,293,0,206,213,262,743,323,599,310,71,120,0,206,28,46,45,74,0,206,164,196,796,513,1926,800,291,272,6351,1281
0500000US06019,06019,"Fresno County, California",382801,6695,345308,7219,298114,7242,47194,4986,32818,4258,7777,1902,3584,1211,2184,1156,831,551,3770,1214,3694,1225,76,122,0,206,0,206,0,206,150,177,1131,435,2209,1044,6622,1367,6132,1656,17479,2204
0500000US06025,06025,"Imperial County, California",60013,3536,53759,3284,49094,3548,4665,1290,3246,1142,976,646,229,214,176,166,38,34,131,157,131,157,0,206,0,206,0,206,0,206,380,303,35,60,498,348,1848,629,555,547,2807,889
0500000US06029,06029,"Kern County, California",331233,7077,306143,7299,268902,7848,37241,3689,24388,2876,6268,1548,4282,1462,1960,1019,343,373,2377,1050,1984,1024,0,206,76,123,271,228,46,87,0,206,948,472,1249,594,4905,1529,4489,1223,11122,1791
0500000US06031,06031,"Kings County, California",58020,2449,51706,2613,43733,2669,7973,1691,4915,1404,394,233,933,602,381,247,1350,657,70,122,70,122,0,206,0,206,0,206,0,206,0,206,266,363,1038,631,1308,612,466,314,3166,893
0500000US06037,06037,"Los Angeles County, California",4769841,21461,3983289,22228,3525431,23176,457858,12434,344023,10163,64928,5256,24666,2609,12381,2141,11860,1758,287070,9116,247232,8646,2820,894,23438,2279,13251,1839,329,256,5991,1361,11713,2022,38726,3858,133709,5777,53770,4590,255573,8089
0500000US06041,06041,"Marin County, California",128386,3352,94392,3895,85667,4165,8725,2252,6414,1611,1616,989,383,389,208,263,104,177,11402,1915,6422,1548,92,156,337,409,0,206,4551,984,0,206,210,217,2588,858,4135,1027,997,552,14662,2114
0500000US06053,06053,"Monterey County, California",191409,4103,155499,4578,134063,4808,21436,2615,15183,2417,3716,1080,1120,471,1241,539,176,167,3471,1825,3315,1812,0,206,0,206,156,155,0,206,0,206,111,117,1191,600,6871,1551,15797,2906,8469,1450
0500000US06055,06055,"Napa County, California",72087,2338,61054,2540,52087,2885,8967,1636,6566,1230,1122,489,664,378,538,457,77,136,1506,647,1076,661,0,206,73,106,36,59,321,227,0,206,13,23,895,416,2805,957,556,444,5258,891
0500000US06059,06059,"Orange County, California",1555629,10990,1371638,12973,1220194,15307,151444,7899,119445,6821,16813,2146,7589,1735,4835,1334,2762,791,34162,3891,28073,3832,160,231,812,388,4894,1032,223,208,1088,445,4733,992,11270,2113,25980,2939,11616,1717,95142,5843
0500000US06061,06061,"Placer County, California",172306,3960,149750,4243,136033,4349,13717,1955,9390,1301,1953,853,1699,1185,404,304,271,284,1750,620,1293,481,84,105,38,63,335,284,0,206,26,46,596,386,690,362,2403,681,1686,695,15405,2211
0500000US06065,06065,"Riverside County, California",976755,10900,883938,10155,767133,11060,116805,7530,85598,6751,15107,2488,8306,1798,5048,1651,2746,918,9522,1470,6401,1236,0,206,153,173,2937,763,31,51,89,108,3657,916,2645,850,14476,2620,10766,2166,51662,3480
0500000US06067,06067,"Sacramento County, California",675257,8046,589246,8228,521978,7922,67268,5041,52214,4321,8439,1699,3885,1855,1948,743,782,435,14989,2070,9107,1553,2172,878,1765,544,1856,720,89,104,684,462,1643,558,7053,1313,12002,1751,5244,1353,44396,3933
0500000US06071,06071,"San Bernardino County, California",877712,11251,789895,12025,686988,12339,102907,5565,78567,4633,13351,2481,5174,1558,3235,823,2580,863,13880,2103,9923,1811,175,168,643,403,3059,854,80,131,0,206,2469,732,2509,1057,12475,2407,5788,1370,50696,4610
0500000US06073,06073,"San Diego County, California",1605455,12873,1358183,11811,1214714,12644,143469,7322,112833,6436,19159,2294,5530,1019,3942,1168,2005,732,46359,4066,40093,3743,2425,979,356,376,3409,1201,76,126,658,384,6720,1506,10869,2075,51178,4610,16719,2634,114769,6380
0500000US06075,06075,"San Francisco County, California",500469,5344,201799,6911,168473,6407,33326,2903,24707,2746,5080,1277,1681,665,968,476,890,457,171658,5952,107690,5502,10762,2164,43956,3683,9147,1574,103,149,6418,1961,5449,1457,19429,2549,55443,4045,8082,1580,32191,2864
0500000US06077,06077,"San Joaquin County, California",293931,5739,268000,6087,225580,6190,42420,3995,28501,3097,8397,2207,2522,949,1968,891,1032,428,4368,962,2530,720,0,206,423,320,1415,577,0,206,0,206,758,470,1477,733,5021,1334,1561,694,12746,1859
0500000US06079,06079,"San Luis Obispo County, California",133597,3685,113894,4327,99963,4613,13931,2330,10939,2255,1940,903,285,232,325,246,442,281,1309,641,1309,641,0,206,0,206,0,206,0,206,0,206,455,409,2448,993,6641,2811,692,421,8158,1515
0500000US06081,06081,"San Mateo County, California",405929,5522,320533,6598,281764,6538,38769,3589,28827,2971,7582,1506,1627,561,244,208,489,318,46155,3653,15999,2093,297,276,19520,2601,10304,1648,35,59,506,314,986,447,4840,1296,9812,1901,2979,839,20118,1983
0500000US06083,06083,"Santa Barbara County, California",211202,5714,172666,5248,141748,6101,30918,3378,22438,3024,3621,870,3996,1618,473,287,390,519,7631,1937,7530,1928,0,206,0,206,101,120,0,206,204,225,756,396,8335,1640,8593,1711,1033,437,11984,1935
0500000US06085,06085,"Santa Clara County, California",937511,9510,795821,10181,697144,10208,98677,5289,76963,4960,12250,2084,5327,1180,3086,909,1051,488,41665,3828,22247,3115,1366,590,2247,813,15805,2277,0,206,2564,1351,3194,825,15526,1915,21690,2851,6306,1294,50745,3647
0500000US06087,06087,"Santa Cruz County, California",132813,3853,102156,4392,90742,4178,11414,2124,10008,2041,1025,609,381,295,0,206,0,206,3415,892,3293,872,31,39,91,115,0,206,0,206,194,251,584,318,3646,1135,7632,1708,4838,1687,10348,1591
0500000US06089,06089,"Shasta County, California",71058,2952,63191,3217,59087,3056,4104,1105,3049,934,800,369,255,341,0,206,0,206,488,313,488,313,0,206,0,206,0,206,0,206,135,218,254,236,339,274,2104,772,540,458,4007,1018
0500000US06095,06095,"Solano County, California",203069,4311,184358,4942,156479,5864,27879,3403,17852,2789,5888,1502,2124,1379,1209,847,806,416,5252,1155,2611,801,0,206,1289,593,283,232,1069,484,0,206,801,403,568,544,2835,868,1069,698,8186,1294
0500000US06097,06097,"Sonoma County, California",248606,5124,214546,5362,186407,5053,28139,3494,20803,2605,4326,1314,2201,1226,282,188,527,290,3087,743,2960,750,0,206,50,84,13,22,64,106,161,258,744,354,2874,935,7305,1460,1789,772,18100,2097
0500000US06099,06099,"Stanislaus County, California",217657,5306,196797,5952,173290,5662,23507,3389,15931,2599,5562,1847,875,726,705,419,434,298,2258,920,2208,917,0,206,50,84,0,206,0,206,0,206,435,312,1416,624,3962,1215,1679,758,11110,2652
0500000US06107,06107,"Tulare County, California",169790,4622,156406,5152,133766,5000,22640,2492,14234,2114,3618,1091,2772,1163,776,550,1240,693,1550,734,1498,731,52,89,0,206,0,206,0,206,0,206,936,609,792,634,1998,686,3268,1785,4840,1458
0500000US06111,06111,"Ventura County, California",410448,5521,370105,6184,317903,6509,52202,5144,38950,4285,8937,2102,2928,1233,602,292,785,551,5304,1069,4425,1104,0,206,0,206,879,463,0,206,220,231,1843,730,2853,910,6838,1449,1968,620,21317,2087
0500000US06113,06113,"Yolo County, California",92696,3215,72672,3008,63716,3111,8956,1627,6206,1302,1570,786,1049,818,73,86,58,72,4230,1208,3839,1184,192,165,0,206,199,166,0,206,45,75,197,197,7410,1345,2374,706,262,292,5506,1165
0500000US08001,08001,"Adams County, Colorado",253868,4541,224462,5460,198010,5494,26452,3060,18821,2655,4600,1356,1502,900,1281,911,248,229,10399,2041,10239,1989,0,195,68,115,44,70,48,79,77,128,491,277,399,296,4011,1108,1519,825,12510,1790
0500000US08005,08005,"Arapahoe County, Colorado",336485,5910,290309,5809,257478,6062,32831,3521,24631,2841,4312,1367,2748,1800,798,468,342,221,11923,1706,6470,1403,532,333,3728,785,1193,550,0,195,240,212,364,290,886,401,6708,2125,2747,1022,23308,2147
0500000US08013,08013,"Boulder County, Colorado",168216,4037,121772,3803,109738,3475,12034,1854,9878,1828,1362,524,270,246,392,261,132,179,7713,1155,7451,1133,0,195,81,135,0,195,181,213,0,195,248,202,7052,1431,10336,1522,751,350,20344,2038
0500000US08031,08031,"Denver County, Colorado",377214,6117,292712,6152,262745,6427,29967,3575,22950,3052,5337,1506,575,372,797,477,308,269,23750,3060,17411,2465,1304,708,3337,901,1646,648,52,88,935,763,429,287,8181,1364,16856,2541,3540,1292,30811,2819
0500000US08035,08035,"Douglas County, Colorado",175996,3455,146652,4139,134480,3925,12172,2052,8884,1788,1893,667,1180,597,215,182,0,195,3686,967,470,271,734,470,2128,730,354,220,0,195,31,51,193,229,277,277,2059,979,2141,1016,20957,2559
0500000US08041,08041,"El Paso County, Colorado",338256,5756,297046,5745,258721,6011,38325,3245,28603,3246,5890,1286,2318,742,446,291,1068,570,1748,888,1586,826,0,195,0,195,0,195,162,187,256,228,260,228,1346,492,12188,1842,2178,721,23234,2569
0500000US08059,08059,"Jefferson County, Colorado",305059,5096,259005,5494,236185,5514,22820,2068,17519,1866,3173,711,1314,566,559,279,255,260,9922,1560,6739,1219,626,323,1146,548,1411,663,0,195,0,195,368,204,1184,437,4689,1013,2770,817,27121,2516
0500000US08069,08069,"Larimer County, Colorado",175334,4077,147236,4999,130576,5452,16660,2725,11384,2300,3272,1112,1227,710,550,579,227,222,2901,963,2642,922,38,60,42,71,90,105,89,109,0,195,366,221,5532,1115,4317,1240,1520,635,13462,1889
0500000US08101,08101,"Pueblo County, Colorado",66806,2564,62050,2596,54761,2959,7289,1768,4872,1314,2201,944,97,102,64,108,55,85,976,463,860,447,26,43,90,145,0,195,0,195,0,195,356,261,181,152,967,449,436,241,1840,512
0500000US08123,08123,"Weld County, Colorado",138421,2757,124588,2964,112964,2927,11624,1861,8932,1737,1959,693,559,337,0,195,174,292,682,397,682,397,0,195,0,195,0,195,0,195,0,195,469,216,536,327,2651,744,1418,593,8077,1459
0500000US09001,09001,"Fairfield County, Connecticut",467797,6406,375121,7023,338271,7304,36850,3206,30459,3084,4124,979,1517,712,513,281,237,178,47583,3751,14645,2340,191,196,977,474,31770,3029,0,200,832,566,334,480,702,388,12433,2716,2671,820,28121,2419
0500000US09003,09003,"Hartford County, Connecticut",438253,6431,389933,6934,351295,6739,38638,4438,30275,3451,5984,1838,1240,707,972,591,167,153,15469,2537,14407,2424,0,200,218,290,844,560,0,200,391,340,470,244,696,347,9484,1756,2999,913,18811,2155
0500000US09005,09005,"Litchfield County, Connecticut",97057,2200,85505,2746,79285,2675,6220,1060,4688,985,901,586,119,144,498,442,14,25,1324,487,480,312,0,200,328,221,516,263,0,200,50,66,52,88,237,239,2405,1017,1270,725,6214,1321
0500000US09007,09007,"Middlesex County, Connecticut",88406,2704,77011,3046,71745,3096,5266,1564,4761,1440,283,215,79,128,143,126,0,200,1868,897,951,699,0,200,0,200,827,506,90,108,0,200,101,131,129,141,2383,724,925,420,5989,1378
0500000US09009,09009,"New Haven County, Connecticut",420509,5491,364478,5912,328142,6864,36336,3981,29656,3719,3509,933,965,758,1203,459,1003,633,17904,2393,14308,2285,92,153,460,329,3002,795,42,68,381,289,106,128,2767,1093,13251,1990,2442,700,19180,2618
0500000US09011,09011,"New London County, Connecticut",140757,2715,124646,3040,111588,3597,13058,2194,11133,1992,904,552,330,297,438,325,253,207,2469,957,1960,906,0,200,77,99,407,200,25,41,309,414,183,173,705,375,3745,1087,903,463,7797,1606
0500000US10001,10001,"Kent County, Delaware",77379,3108,70868,3276,62153,3190,8715,1707,6860,1601,1243,684,322,336,99,151,191,273,1089,853,1003,828,86,141,0,193,0,193,0,193,0,193,249,213,386,353,1283,659,581,395,2923,877
0500000US10003,10003,"New Castle County, Delaware",266545,5578,237415,5562,213744,5603,23671,3125,18975,2763,2493,890,1246,767,219,218,738,539,9772,1833,8652,1843,0,193,245,346,875,477,0,193,0,193,319,266,884,564,5810,1430,1260,581,11085,1557
0500000US10005,10005,"Sussex County, Delaware",95329,3259,86988,3112,79917,3169,7071,1432,5319,1178,1386,846,128,132,238,164,0,193,897,520,774,500,0,193,103,141,0,193,20,43,0,193,107,97,58,56,1074,614,551,545,5654,1619
0500000US11001,11001,"District of Columbia, District of Columbia",362204,5623,138000,6307,119642,5857,18358,2671,12788,2037,3908,1151,1454,672,208,180,0,203,130451,5419,52279,3848,791,483,76152,4419,1198,502,31,52,2327,717,741,414,16647,1823,49514,3476,2763,823,21761,2600
0500000US12001,12001,"Alachua County, Florida",118260,4903,98343,5006,85762,4969,12581,2342,9926,2071,1761,955,221,187,99,117,574,989,5083,1901,5083,1901,0,221,0,221,0,221,0,221,0,221,513,294,2413,998,2987,1083,1858,1189,7063,2752
0500000US12005,12005,"Bay County, Florida",83677,2710,77034,3116,69036,3511,7998,1862,6290,1692,865,448,459,336,240,272,144,230,1054,730,953,709,101,99,0,221,0,221,0,221,0,221,385,260,189,164,1069,618,931,609,3015,1118
0500000US12009,12009,"Brevard County, Florida",237410,6904,214555,7007,196545,7110,18010,2610,13741,2206,2623,1002,1212,920,222,249,212,189,963,516,963,516,0,221,0,221,0,221,0,221,0,221,1030,520,1619,810,2447,778,2322,1213,14474,2370
0500000US12011,12011,"Broward County, Florida",936690,9749,833895,10765,745332,11629,88563,6766,65379,5391,14501,3258,5395,1816,2248,1168,1040,496,27564,4222,26189,4046,0,221,469,296,906,485,0,221,1418,532,2667,1020,5015,1340,12764,2382,10319,2014,43048,3996
0500000US12021,12021,"Collier County, Florida",151190,4238,131163,4964,109261,5224,21902,4336,15502,3293,1820,1094,2881,2549,941,694,758,537,2785,1727,2698,1723,0,221,40,67,47,77,0,221,103,152,41,68,1657,1159,2366,867,1410,894,11665,1922
0500000US12031,12031,"Duval County, Florida",447807,7153,394590,8331,357145,8640,37445,4028,30006,3434,4782,1622,1236,560,914,422,507,445,11075,2253,11004,2238,0,221,0,221,0,221,71,122,884,720,517,382,3536,1488,11551,2878,3695,1269,21959,2900
0500000US12033,12033,"Escambia County, Florida",141946,4109,120426,4155,104931,4008,15495,2956,12528,2619,2102,914,423,374,353,370,89,111,1214,737,1179,751,0,221,0,221,0,221,35,60,124,199,795,473,797,495,3770,1250,944,419,13876,2235
0500000US12057,12057,"Hillsborough County, Florida",664120,7081,586633,7557,525769,7986,60864,4714,44193,4134,9388,2163,4286,1186,2227,1042,770,562,10304,2029,10106,2017,0,221,0,221,48,78,150,185,429,289,1959,802,4387,1266,10556,1808,5430,1249,44422,2849
0500000US12069,12069,"Lake County, Florida",133547,5164,122115,5414,108902,5630,13213,2774,10356,2330,1940,1095,496,316,401,506,20,30,575,520,575,520,0,221,0,221,0,221,0,221,148,200,36,61,509,505,1063,736,965,552,8136,1846
0500000US12071,12071,"Lee County, Florida",296123,5927,263486,6438,238094,7039,25392,3670,17500,3028,3283,1731,1889,931,1101,925,1619,658,1344,657,1277,634,67,84,0,221,0,221,0,221,0,221,486,375,1741,740,3920,1344,8330,4014,16816,1818
0500000US12073,12073,"Leon County, Florida",142012,4431,129660,4708,113876,4867,15784,2646,11824,1835,2912,1578,619,358,0,221,429,398,1642,735,1571,746,0,221,0,221,0,221,71,129,541,837,592,383,1016,505,2183,930,1063,618,5315,1387
0500000US12081,12081,"Manatee County, Florida",154973,3799,139341,4482,124324,4602,15017,2751,12778,2516,1621,892,248,285,118,132,252,236,1202,531,1202,531,0,221,0,221,0,221,0,221,33,57,676,515,405,344,1612,753,1432,654,10272,1585
0500000US12083,12083,"Marion County, Florida",123812,4841,112089,4698,101105,4597,10984,2605,8150,2344,2087,962,509,382,0,221,238,296,593,700,593,700,0,221,0,221,0,221,0,221,0,221,137,129,285,237,1307,681,1070,742,8331,1878
0500000US12086,12086,"Miami-Dade County, Florida",1268406,11556,1081448,12449,967061,13475,114387,7323,84601,6692,19071,2848,6784,1919,2317,934,1614,879,67701,5119,56647,5152,546,362,8567,1476,1870,834,71,117,2662,985,2034,885,6183,1410,26452,3038,12346,2337,69580,5421
0500000US12087,12087,"Monroe County, Florida",42852,1796,31687,2152,29112,2164,2575,842,2231,845,171,185,97,124,76,140,0,221,881,568,412,279,0,221,35,60,0,221,434,438,860,662,675,482,3208,1154,1820,736,875,485,2846,1006
0500000US12095,12095,"Orange County, Florida",644444,9669,570807,10435,511360,10740,59447,5780,46818,5115,7693,2239,2750,1346,1528,731,658,389,17631,3097,16406,2973,504,828,204,198,472,370,45,75,912,597,1579,716,2994,1071,8627,1959,6185,1831,35709,4757
0500000US12097,12097,"Osceola County, Florida",153958,6003,145555,6040,127926,5922,17629,3816,15532,3569,1357,1031,670,569,70,63,0,221,701,481,521,421,0,221,0,221,180,213,0,221,290,331,536,494,884,668,243,221,974,639,4775,1624
0500000US12099,12099,"Palm Beach County, Florida",656745,8945,575874,8207,511707,10048,64167,5824,46114,4008,12665,3173,3126,1350,1650,786,612,367,12149,2558,10684,2432,38,65,118,116,1225,810,84,139,712,431,1195,543,4035,1440,9750,2096,7222,1869,45808,4294
0500000US12101,12101,"Pasco County, Florida",201205,4606,177256,4679,161126,4967,16130,2479,12943,2242,1934,765,801,473,385,251,67,98,863,576,835,569,0,221,28,47,0,221,0,221,0,221,202,153,554,334,1927,740,3749,1318,16654,2100
0500000US12103,12103,"Pinellas County, Florida",436805,7535,372145,7345,338061,7168,34084,2912,27962,2708,4596,1408,711,484,701,461,114,142,7180,1953,7059,1971,0,221,46,76,0,221,75,120,1330,779,2306,880,5663,1500,7524,1626,4714,1295,35943,3253
0500000US12105,12105,"Polk County, Florida",270813,6178,252176,5965,223408,6056,28768,3767,23827,3588,2637,782,1052,643,1132,1036,120,119,1728,702,1618,695,0,221,110,186,0,221,0,221,286,399,799,532,1311,685,2117,728,1140,558,11256,2706
0500000US12109,12109,"St. Johns County, Florida",109712,3566,95688,4546,88569,4359,7119,2076,4643,1535,1846,1136,365,277,115,216,150,210,146,172,78,130,0,221,68,113,0,221,0,221,135,224,306,235,850,672,745,446,1383,739,10459,2294
0500000US12111,12111,"St. Lucie County, Florida",124810,4813,111920,5399,96363,5196,15557,3426,12167,3114,1520,957,251,357,1129,826,490,573,578,428,578,428,0,221,0,221,0,221,0,221,0,221,1055,733,321,365,865,825,4140,2412,5931,1579
0500000US12115,12115,"Sarasota County, Florida",161481,5506,141817,5828,130141,6327,11676,2508,8512,1943,1964,1200,971,751,161,169,68,120,2115,876,2077,868,0,221,0,221,0,221,38,64,114,181,435,305,1465,560,1342,518,701,415,13492,2679
0500000US12117,12117,"Seminole County, Florida",222833,5256,195872,5711,181205,5409,14667,2520,11886,2027,1519,919,970,858,222,184,70,115,2472,1173,1320,1022,91,152,64,114,925,586,72,120,376,420,509,385,690,393,2428,836,2149,1093,18337,2438
0500000US12127,12127,"Volusia County, Florida",215783,5978,190088,5508,173899,5994,16189,2555,12474,2242,2447,920,810,465,11,25,447,296,3049,1015,2056,829,36,63,86,147,825,688,46,77,43,70,1291,562,1614,901,3255,1068,1334,598,15109,2499
0500000US13051,13051,"Chatham County, Georgia",137368,3629,118977,3620,104948,3797,14029,2182,11252,2147,1864,813,643,477,73,124,197,214,4016,1060,3625,953,0,218,356,541,0,218,35,57,220,171,148,152,1465,676,4480,1338,939,468,7123,1243
0500000US13057,13057,"Cherokee County, Georgia",121447,3190,107099,3482,96619,3792,10480,2280,8219,1969,1190,730,572,424,499,567,0,218,963,563,640,424,245,397,78,133,0,218,0,218,0,218,68,118,583,386,1107,674,775,450,10852,2284
