GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
0500000US05007,05007,"Benton County, Arkansas",258291,*****,128175,525,35532,501,33997,700,1535,722,406,345,1129,675,92643,250,78862,979,13781,1009,5052,1062,8729,1355,130116,525,33674,492,32731,567,943,495,541,473,402,263,96442,279,83619,1066,12823,1032,4499,925,8324,1098
0500000US05031,05031,"Craighead County, Arkansas",105835,*****,52521,1151,13520,1101,13520,1101,0,197,0,197,0,197,39001,467,36081,656,2920,750,1250,660,1670,709,53314,1151,12576,1111,12576,1111,0,197,0,197,0,197,40738,465,39679,389,1059,573,217,289,842,459
0500000US05045,05045,"Faulkner County, Arkansas",122227,*****,59273,636,14447,587,14105,466,342,361,86,134,256,354,44826,391,43345,742,1481,687,331,320,1150,597,62954,636,13923,591,13676,447,247,360,0,197,247,360,49031,395,47468,705,1563,540,515,406,1048,409
0500000US05051,05051,"Garland County, Arkansas",97477,*****,47024,1036,10563,1058,10484,1067,79,178,0,197,79,178,36461,704,34129,804,2332,950,849,533,1483,770,50453,1036,9832,979,9753,1012,79,178,0,197,79,178,40621,666,38703,781,1918,859,609,477,1309,714
0500000US05085,05085,"Lonoke County, Arkansas",72228,*****,35917,909,9712,769,9661,771,51,105,0,197,51,105,26205,532,25839,562,366,250,148,170,218,221,36311,909,8723,733,8723,733,0,197,0,197,0,197,27588,586,26572,410,1016,456,266,224,750,466
0500000US05119,05119,"Pulaski County, Arkansas",393250,*****,188529,952,47563,981,46933,1071,630,429,175,243,455,373,140966,652,131641,1627,9325,1609,3401,978,5924,1484,204721,952,45072,879,43979,910,1093,674,715,593,378,346,159649,478,150161,1696,9488,1710,3565,936,5923,1513
0500000US05125,05125,"Saline County, Arkansas",118703,*****,59231,920,14605,700,14605,700,0,197,0,197,0,197,44626,837,42454,662,2172,716,672,389,1500,601,59472,920,13220,636,13220,636,0,197,0,197,0,197,46252,717,44969,623,1283,543,393,176,890,476
0500000US05131,05131,"Sebastian County, Arkansas",127793,*****,61949,1024,15494,894,15494,894,0,197,0,197,0,197,46455,607,40668,741,5787,915,2341,845,3446,772,65844,1024,15459,895,15459,895,0,197,0,197,0,197,50385,608,44057,774,6328,827,2510,955,3818,1043
0500000US05143,05143,"Washington County, Arkansas",228049,*****,113146,973,28349,922,27717,994,632,495,36,61,596,494,84797,435,74433,1551,10364,1550,2515,863,7849,1464,114903,973,27885,922,26052,974,1833,908,522,358,1311,814,87018,435,75114,1291,11904,1213,2490,703,9414,1264
0500000US05145,05145,"White County, Arkansas",79263,*****,38113,587,9403,544,9403,544,0,197,0,197,0,197,28710,262,27969,502,741,445,65,93,676,475,41150,587,9351,544,9179,513,172,174,0,197,172,174,31799,262,30544,684,1255,739,212,255,1043,539
0500000US06001,06001,"Alameda County, California",1647704,*****,809120,436,177067,436,165511,1805,11556,1715,2970,700,8586,1527,632053,*****,382256,6370,249797,6371,132525,4675,117272,4932,838584,436,168419,437,155580,1987,12839,1939,3204,816,9635,1843,670165,*****,403174,6029,266991,6029,146539,4488,120452,5547
0500000US06007,06007,"Butte County, California",226864,*****,111727,805,23861,698,22968,1026,893,843,21,35,872,840,87866,708,78996,1593,8870,1361,4354,1020,4516,1207,115137,805,21817,489,21684,502,133,150,0,206,133,150,93320,631,84788,1373,8532,1195,4794,862,3738,944
0500000US06013,06013,"Contra Costa County, California",1135127,*****,554517,657,133006,572,123874,2122,9132,1976,1666,578,7466,1882,421511,381,294089,4442,127422,4512,65812,3411,61610,4293,580610,657,128550,572,122150,1550,6400,1480,1842,733,4558,1263,452060,381,310620,4429,141440,4404,80512,4036,60928,3543
0500000US06017,06017,"El Dorado County, California",185625,*****,93447,662,20266,556,20060,603,206,246,206,246,0,206,73181,449,65263,1526,7918,1481,4761,1127,3157,1080,92178,662,17675,528,17369,587,306,318,306,318,0,206,74503,415,63760,1729,10743,1641,5763,1149,4980,1288
0500000US06019,06019,"Fresno County, California",979915,*****,489186,335,143124,267,136445,1599,6679,1588,1282,605,5397,1547,346062,238,245258,4308,100804,4309,39056,3291,61748,4344,490729,335,137335,270,130698,1958,6637,1951,1756,771,4881,1858,353394,177,256116,4421,97278,4381,40247,2890,57031,4021
0500000US06023,06023,"Humboldt County, California",136646,*****,67540,805,12999,614,12595,721,404,559,0,206,404,559,54541,562,51908,1049,2633,932,1489,653,1144,634,69106,805,13577,614,13373,644,204,232,158,213,46,83,55529,562,53005,1060,2524,905,875,448,1649,802
0500000US06025,06025,"Imperial County, California",180883,*****,92611,677,26825,431,26093,615,732,420,402,343,330,268,65786,547,42013,2155,23773,2149,12322,1882,11451,1728,88272,677,24929,351,24092,635,837,578,171,215,666,538,63343,523,34655,2064,28688,1965,14659,1632,14029,2386
0500000US06029,06029,"Kern County, California",884788,*****,454117,796,131493,765,125493,1775,6000,1846,2115,1110,3885,1587,322624,330,234506,4508,88118,4557,29671,3024,58447,3963,430671,796,126706,787,123770,1311,2936,1074,628,484,2308,941,303965,245,222799,3586,81166,3581,29988,3124,51178,4261
0500000US06031,06031,"Kings County, California",149785,*****,82378,831,20541,829,19979,874,562,434,44,94,518,426,61837,347,47516,1858,14321,1854,4451,1229,9870,1749,67407,831,20397,830,19522,1017,875,598,0,206,875,598,47010,348,33965,1733,13045,1701,5727,1196,7318,1317
0500000US06033,06033,"Lake County, California",64116,*****,31258,1177,6445,952,6413,953,32,69,0,206,32,69,24813,660,21763,1296,3050,1164,1041,549,2009,952,32858,1177,6842,953,6842,953,0,206,0,206,0,206,26016,659,24148,904,1868,732,1085,618,783,430
0500000US06037,06037,"Los Angeles County, California",10137915,*****,4994405,689,1151891,689,1089971,3924,61920,3889,11521,1564,50399,3357,3842514,*****,2230026,15346,1612488,15346,802348,11294,810140,15169,5143510,689,1101224,689,1041758,3829,59466,3732,15154,1924,44312,3281,4042286,*****,2265448,14087,1776838,14087,975081,11734,801757,11949
0500000US06039,06039,"Madera County, California",154697,*****,74406,699,21334,335,20975,519,359,392,58,106,301,381,53072,655,36390,2040,16682,2052,3758,1057,12924,2018,80291,699,21208,335,20590,543,618,446,178,187,440,386,59083,655,43561,1852,15522,1782,5450,1205,10072,1588
0500000US06041,06041,"Marin County, California",260651,*****,126528,1001,26520,764,23723,1157,2797,1138,314,466,2483,1016,100008,628,77451,1825,22557,1798,9534,1299,13023,1427,134123,1001,26640,855,25825,953,815,535,323,302,492,505,107483,437,83244,1681,24239,1692,12108,1362,12131,1518
0500000US06045,06045,"Mendocino County, California",87628,*****,42946,525,9255,531,9228,530,27,46,27,46,0,206,33691,417,27572,994,6119,966,2052,776,4067,750,44682,525,10063,406,9654,631,409,521,18,34,391,521,34619,294,29852,862,4767,802,1488,591,3279,866
0500000US06047,06047,"Merced County, California",268672,*****,135524,608,41208,557,40194,637,1014,474,445,327,569,341,94316,543,59295,2629,35021,2513,13115,1502,21906,2491,133148,608,39064,564,37669,1006,1395,830,762,828,633,435,94084,205,60500,2150,33584,2167,14294,1550,19290,2056
0500000US06053,06053,"Monterey County, California",435232,*****,222251,445,59362,420,55801,1292,3561,1144,103,116,3458,1119,162889,340,99470,3255,63419,3276,13611,1707,49808,3354,212981,445,55424,407,51656,1012,3768,1036,405,282,3363,973,157557,225,93059,3068,64498,3076,19415,2074,45083,3303
0500000US06055,06055,"Napa County, California",142166,*****,70550,455,15247,371,14653,576,594,414,90,116,504,394,55303,322,39788,1313,15515,1280,7192,1240,8323,1457,71616,455,14848,370,14033,643,815,569,133,103,682,570,56768,288,41701,1307,15067,1266,8165,1057,6902,1330
0500000US06057,06057,"Nevada County, California",99107,*****,50350,1087,10072,994,9959,978,113,261,0,206,113,261,40278,590,37714,1251,2564,1170,2266,1311,298,358,48757,1087,7655,984,7655,984,0,206,0,206,0,206,41102,556,39303,832,1799,701,1487,691,312,265
0500000US06059,06059,"Orange County, California",3172532,*****,1565562,647,364039,647,341133,2839,22906,2769,4766,1182,18140,2597,1201523,*****,759614,9526,441909,9525,236007,7452,205902,6995,1606970,647,348602,648,328334,2741,20268,2680,4680,1447,15588,2237,1258368,*****,778394,7888,479974,7888,273759,6054,206215,6904
0500000US06061,06061,"Placer County, California",380531,*****,185096,453,43291,407,42145,607,1146,505,431,261,715,435,141805,212,126523,1446,15282,1466,10765,1364,4517,1204,195435,453,42083,389,41570,486,513,284,203,170,310,233,153352,214,134086,1851,19266,1842,12492,1705,6774,1493
0500000US06065,06065,"Riverside County, California",2387741,*****,1187627,558,312397,558,301802,1844,10595,1736,2079,868,8516,1654,875230,*****,633676,7220,241554,7219,111244,5046,130310,5991,1200114,558,301540,558,292893,2137,8647,2174,3017,1379,5630,1614,898574,*****,638610,7113,259964,7113,127390,5459,132574,7411
0500000US06067,06067,"Sacramento County, California",1514460,*****,739516,497,184904,496,174567,1857,10337,1771,2840,828,7497,1734,554612,*****,414546,4853,140066,4852,80342,4152,59724,4019,774944,497,178154,498,169005,1629,9149,1596,2511,750,6638,1435,596790,*****,441849,5333,154941,5333,94530,4446,60411,4315
0500000US06071,06071,"San Bernardino County, California",2140096,*****,1063881,574,292215,530,281310,2111,10905,2117,2055,851,8850,1953,771666,249,565974,6263,205692,6260,99336,4909,106356,5547,1076215,574,281092,530,273639,1610,7453,1550,1501,560,5952,1437,795123,250,567457,5428,227666,5421,119944,4726,107722,5299
0500000US06073,06073,"San Diego County, California",3317749,*****,1667581,1080,372205,824,352343,3059,19862,3004,4038,1154,15824,2745,1295376,700,942435,7914,352941,7926,182476,6179,170465,7765,1650168,1080,356123,825,335800,4022,20323,3899,4443,1078,15880,3607,1294045,700,889180,9042,404865,9087,221429,7227,183436,7179
0500000US06075,06075,"San Francisco County, California",870887,*****,443777,659,59956,366,54202,1429,5754,1362,2383,907,3371,1168,383821,708,242411,4650,141410,4624,84330,3685,57080,4302,427110,659,58019,419,53800,1273,4219,1226,1473,609,2746,1107,369091,520,215060,4460,154031,4398,103412,4035,50619,3852
0500000US06077,06077,"San Joaquin County, California",733709,*****,365605,444,103166,412,99210,1173,3956,1145,706,448,3250,1075,262439,236,184983,3800,77456,3789,33266,2886,44190,3258,368104,444,98194,412,93976,1019,4218,1133,1120,581,3098,1044,269910,239,189476,3618,80434,3585,41712,3293,38722,3338
0500000US06079,06079,"San Luis Obispo County, California",282887,*****,142925,884,25581,398,25359,460,222,264,81,130,141,229,117344,860,102778,2903,14566,2691,7826,2812,6740,1541,139962,884,25112,659,24895,718,217,223,110,134,107,176,114850,840,101657,1637,13193,1436,7592,1169,5601,1309
0500000US06081,06081,"San Mateo County, California",764797,*****,377751,652,83256,468,77834,1293,5422,1169,1996,786,3426,973,294495,437,174698,4370,119797,4396,64083,3261,55714,3382,387046,652,78269,538,74492,1064,3777,961,1541,627,2236,858,308777,372,175135,4076,133642,4057,79583,3965,54059,4131
0500000US06083,06083,"Santa Barbara County, California",446170,*****,223041,411,50937,496,48133,1021,2804,986,353,424,2451,920,172104,305,120086,2858,52018,2868,14898,1552,37120,2976,223129,411,49187,411,47076,994,2111,840,179,229,1932,811,173942,*****,121084,3236,52858,3236,19376,1938,33482,2937
0500000US06085,06085,"Santa Clara County, California",1919402,*****,968824,334,222183,334,201498,2160,20685,2133,5686,1484,14999,2048,746641,*****,399683,6288,346958,6287,177959,4946,168999,5719,950578,334,210995,334,190406,2607,20589,2621,4658,1200,15931,2454,739583,*****,376609,6493,362974,6493,205997,4963,156977,6100
0500000US06087,06087,"Santa Cruz County, California",274673,*****,136118,740,27966,619,27413,704,553,510,149,230,404,317,108152,802,86046,2288,22106,2132,8237,1524,13869,1996,138555,740,26190,572,25598,657,592,434,211,246,381,377,112365,654,88554,2046,23811,1940,10166,1477,13645,1952
0500000US06089,06089,"Shasta County, California",179631,*****,88646,597,20388,519,20285,531,103,92,56,85,47,73,68258,344,63915,1405,4343,1348,2435,794,1908,1054,90985,597,18226,518,17616,704,610,516,102,135,508,539,72759,344,68065,1065,4694,1036,2188,667,2506,1063
0500000US06095,06095,"Solano County, California",440207,*****,219221,328,50870,378,48585,1279,2285,1197,754,393,1531,1211,168351,414,128284,2662,40067,2666,23324,1747,16743,2329,220986,328,48036,178,46740,533,1296,511,784,415,512,358,172950,284,125178,2819,47772,2809,28831,1918,18941,2279
0500000US06097,06097,"Sonoma County, California",503070,*****,245647,907,51139,989,49563,1114,1576,612,479,460,1097,439,194508,334,152555,2819,41953,2779,17743,2039,24210,2462,257423,907,49544,764,46005,1474,3539,1131,576,487,2963,1176,207879,387,166804,2097,41075,2157,18328,1916,22747,2377
0500000US06099,06099,"Stanislaus County, California",541560,*****,266537,653,73930,620,72031,1011,1899,788,434,387,1465,737,192607,135,137245,3120,55362,3102,23659,2701,31703,2715,275023,653,73186,620,71474,1160,1712,903,111,133,1601,894,201837,135,147337,3634,54500,3626,25938,3017,28562,2661
0500000US06101,06101,"Sutter County, California",96651,*****,48681,725,13397,491,12329,665,1068,490,122,145,946,493,35284,601,23723,1150,11561,1129,4739,934,6822,1444,47970,725,11558,608,11306,680,252,228,45,80,207,217,36412,529,26925,1230,9487,1090,4183,948,5304,1020
0500000US06107,06107,"Tulare County, California",460437,*****,228947,775,72674,750,67731,1908,4943,1788,822,659,4121,1734,156273,370,106873,3083,49400,3047,14815,1958,34585,3176,231490,775,71296,803,68095,1331,3201,1014,827,606,2374,874,160194,425,113550,3023,46644,2931,15761,2208,30883,2434
0500000US06111,06111,"Ventura County, California",849738,*****,420103,448,101450,408,96750,1438,4700,1385,589,376,4111,1299,318653,329,230627,4446,88026,4479,38353,2678,49673,4438,429635,448,99000,397,95528,1218,3472,1166,475,305,2997,1171,330635,299,235671,3419,94964,3354,50358,2952,44606,2880
0500000US06113,06113,"Yolo County, California",215802,*****,105035,759,22978,676,22078,694,900,505,203,262,697,488,82057,622,58368,2307,23689,2165,10435,1534,13254,1997,110767,759,22702,642,22198,734,504,399,0,206,504,399,88065,429,64267,1869,23798,1860,11138,1642,12660,1632
0500000US06115,06115,"Yuba County, California",75275,*****,37967,817,10740,913,10740,913,0,206,0,206,0,206,27227,349,23532,1105,3695,1056,1970,697,1725,962,37308,817,10227,703,10093,735,134,243,0,206,134,243,27081,353,22738,1199,4343,1116,2210,796,2133,854
0500000US08001,08001,"Adams County, Colorado",498187,*****,250881,442,69128,347,67230,840,1898,782,186,208,1712,781,181753,285,143880,2993,37873,2999,9658,1419,28215,2999,247306,442,66868,380,64121,1401,2747,1279,155,201,2592,1262,180438,173,144862,2821,35576,2804,11139,1479,24437,2619
0500000US08005,08005,"Arapahoe County, Colorado",637068,*****,316007,477,79855,494,75713,1184,4142,1035,1046,482,3096,934,236152,204,196552,2798,39600,2799,14977,1656,24623,2795,321061,477,73261,480,68716,1278,4545,1140,699,383,3846,1078,247800,167,202494,2737,45306,2750,20661,2012,24645,2376
0500000US08013,08013,"Boulder County, Colorado",322226,*****,161728,737,32364,644,31068,981,1296,786,416,260,880,787,129364,351,111062,1854,18302,1848,7826,1355,10476,1718,160498,737,31076,619,29623,1132,1453,1035,520,287,933,982,129422,323,112936,2010,16486,1947,7183,1111,9303,1668
0500000US08014,08014,"Broomfield County, Colorado",66529,*****,32659,693,7643,559,7461,556,182,185,38,58,144,175,25016,442,22704,701,2312,601,1014,425,1298,535,33870,693,8024,561,7887,585,137,143,48,89,89,109,25846,346,23614,591,2232,529,1238,400,994,416
