UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
414823,"R",372,"R",553,"R",67,"R",271,"R",0,"R",0,"R",271,"R",189,"R",70,"R",108,"Z",0,"Z",0,"R",108,"R",65,"R",60,"R",19
414869,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
414878,"R",2,"R",57,"R",4,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",10
414911,"R",210,"R",1263,"R",17,"R",222,"R",0,"R",0,"R",222,"R",125,"R",56,"R",52,"R",0,"R",0,"R",52,"R",26,"R",50,"R",16
414939,"A",,"A",,"A",,"R",60,"R",0,"R",0,"R",60,"R",47,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
415039,"A",,"A",,"A",,"R",40,"R",0,"Z",0,"R",40,"R",32,"R",80,"R",8,"R",0,"Z",0,"R",8,"R",4,"R",50,"R",14
415057,"A",,"A",,"A",,"R",84,"R",0,"Z",0,"R",84,"R",84,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
415729,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",3,"R",43,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",11
415987,"A",,"A",,"A",,"R",74,"R",0,"R",0,"R",74,"R",59,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
416458,"A",,"A",,"A",,"R",175,"R",0,"R",0,"R",175,"R",154,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
416670,"A",,"A",,"A",,"R",30,"R",0,"R",0,"R",30,"R",20,"R",67,"R",25,"R",0,"R",0,"R",25,"R",15,"R",60,"R",7
416801,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
417008,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
417062,"A",,"A",,"A",,"R",25,"R",0,"Z",0,"R",25,"R",18,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
417105,"A",,"A",,"A",,"R",54,"R",0,"R",0,"R",54,"R",46,"R",85,"R",28,"R",0,"R",0,"R",28,"R",24,"R",86,"R",21
417123,"A",,"A",,"A",,"R",58,"R",5,"R",0,"R",53,"R",40,"R",75,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",9
417178,"A",,"A",,"A",,"R",14,"R",0,"R",0,"R",14,"R",14,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
417187,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
417248,"A",,"A",,"A",,"R",46,"R",0,"R",0,"R",46,"R",46,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
417257,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
417318,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
417327,"R",13,"R",48,"R",27,"R",20,"R",0,"R",0,"R",20,"R",6,"R",30,"R",6,"R",1,"R",0,"R",5,"R",2,"R",40,"R",16
417381,"A",,"A",,"A",,"R",34,"R",0,"Z",0,"R",34,"R",13,"R",38,"R",8,"R",0,"Z",0,"R",8,"R",5,"R",63,"R",24
417406,"A",,"A",,"A",,"R",10,"R",0,"Z",0,"R",10,"R",7,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
417442,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",6,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
417503,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",7,"R",64,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",8
417549,"A",,"A",,"A",,"R",74,"R",0,"R",0,"R",74,"R",39,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
417600,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",9,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
417628,"A",,"A",,"A",,"R",12,"Z",0,"Z",0,"R",12,"R",12,"R",100,"R",2,"Z",0,"Z",0,"R",2,"R",1,"R",50,"R",3
417637,"A",,"A",,"A",,"R",22,"R",0,"R",0,"R",22,"R",22,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
417646,"A",,"A",,"A",,"R",5,"R",0,"Z",0,"R",5,"R",5,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
417655,"A",,"A",,"A",,"R",13,"R",0,"Z",0,"R",13,"R",11,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
417673,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",6,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
417682,"A",,"A",,"A",,"R",4,"R",0,"Z",0,"R",4,"R",4,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
417716,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",9,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
417725,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
417734,"R",3,"R",55,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
417752,"R",8,"R",10,"R",80,"R",11,"R",0,"R",0,"R",11,"R",8,"R",73,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",7
417789,"A",,"A",,"A",,"R",31,"R",0,"R",0,"R",31,"R",21,"R",68,"R",36,"R",0,"R",0,"R",36,"R",26,"R",72,"R",8
417804,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
417831,"A",,"A",,"A",,"R",48,"R",0,"R",0,"R",48,"R",45,"R",94,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
417840,"A",,"A",,"A",,"R",227,"R",18,"R",0,"R",209,"R",208,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
417868,"A",,"A",,"A",,"R",37,"R",0,"R",0,"R",37,"R",27,"R",73,"R",23,"R",0,"R",0,"R",23,"R",16,"R",70,"R",2
417886,"A",,"A",,"A",,"R",14,"R",0,"R",0,"R",14,"R",11,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
417910,"A",,"A",,"A",,"R",34,"R",0,"Z",0,"R",34,"R",22,"R",65,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
417983,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",44,"R",0,"R",0,"R",44,"R",21,"R",48,"R",5
417992,"A",,"A",,"A",,"R",15,"R",0,"Z",0,"R",15,"R",14,"R",93,"R",11,"R",0,"Z",0,"R",11,"R",10,"R",91,"R",15
418001,"A",,"A",,"A",,"R",23,"R",0,"R",0,"R",23,"R",16,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
418010,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"R",5
418029,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
418038,"A",,"A",,"A",,"R",25,"R",0,"R",0,"R",25,"R",23,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"R",35
418056,"A",,"A",,"A",,"R",48,"R",0,"R",0,"R",48,"R",31,"R",65,"R",13,"R",0,"R",0,"R",13,"R",6,"R",46,"R",30
418065,"A",,"A",,"A",,"R",57,"Z",0,"Z",0,"R",57,"R",46,"R",81,"R",11,"Z",0,"Z",0,"R",11,"R",9,"R",82,"R",21
418083,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",10,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
418126,"R",28,"R",84,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
418171,"A",,"A",,"A",,"R",16,"R",0,"R",0,"R",16,"R",16,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
418199,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
418205,"A",,"A",,"A",,"R",41,"R",0,"R",0,"R",41,"R",34,"R",83,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",12
418223,"A",,"A",,"A",,"R",49,"R",0,"R",0,"R",49,"R",42,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
418250,"A",,"A",,"A",,"R",36,"R",0,"R",0,"R",36,"R",28,"R",78,"R",14,"R",0,"R",0,"R",14,"R",14,"R",100,"R",11
418269,"A",,"A",,"A",,"R",39,"R",0,"R",0,"R",39,"R",33,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
418278,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",21,"R",0,"R",0,"R",21,"R",13,"R",62,"R",14
418296,"A",,"A",,"A",,"R",90,"Z",0,"Z",0,"R",90,"R",88,"R",98,"R",440,"Z",0,"Z",0,"R",440,"R",435,"R",99,"R",18
418302,"A",,"A",,"A",,"R",37,"R",0,"Z",0,"R",37,"R",27,"R",73,"R",28,"R",0,"Z",0,"R",28,"R",10,"R",36,"R",8
418320,"A",,"A",,"A",,"R",23,"R",0,"R",0,"R",23,"R",11,"R",48,"R",109,"R",0,"R",0,"R",109,"R",65,"R",60,"R",9
418339,"A",,"A",,"A",,"R",14,"R",0,"R",0,"R",14,"R",9,"R",64,"R",44,"Z",0,"R",0,"R",44,"R",34,"R",77,"R",13
418348,"A",,"A",,"A",,"R",53,"R",0,"R",0,"R",53,"R",32,"R",60,"R",36,"R",0,"R",0,"R",36,"R",20,"R",56,"R",11
418357,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",9
418384,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
418409,"A",,"A",,"A",,"R",58,"R",0,"R",0,"R",58,"R",40,"R",69,"R",39,"R",0,"R",0,"R",39,"R",33,"R",85,"R",10
418427,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",6,"R",60,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",13
418445,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",10,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
418454,"A",,"A",,"A",,"R",74,"R",0,"R",0,"R",74,"R",63,"R",85,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",10
418481,"A",,"A",,"A",,"R",28,"R",0,"R",0,"R",28,"R",20,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
418515,"A",,"A",,"A",,"R",84,"R",0,"R",0,"R",84,"R",62,"R",74,"R",10,"R",0,"R",0,"R",10,"R",6,"R",60,"R",11
418524,"A",,"A",,"A",,"R",21,"R",0,"R",0,"R",21,"R",15,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
418533,"A",,"A",,"A",,"R",143,"R",0,"R",0,"R",143,"R",109,"R",76,"R",130,"R",0,"R",0,"R",130,"R",104,"R",80,"R",28
418542,"A",,"A",,"A",,"R",59,"R",0,"R",0,"R",59,"R",51,"R",86,"R",48,"R",0,"R",0,"R",48,"R",43,"R",90,"R",7
418560,"A",,"A",,"A",,"R",17,"R",0,"Z",0,"R",17,"R",7,"R",41,"R",20,"R",0,"Z",0,"R",20,"R",14,"R",70,"R",2
418588,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",8,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
418603,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",12,"R",100,"R",9,"R",0,"R",0,"R",9,"R",9,"R",100,"R",12
418612,"A",,"A",,"A",,"R",6,"Z",0,"Z",0,"R",6,"R",2,"R",33,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
418658,"A",,"A",,"A",,"R",131,"Z",0,"Z",0,"R",131,"R",107,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
418755,"A",,"A",,"A",,"R",36,"R",0,"R",0,"R",36,"R",23,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"R",29
418764,"A",,"A",,"A",,"R",55,"R",0,"R",0,"R",55,"R",42,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
418773,"A",,"A",,"A",,"R",552,"R",0,"R",0,"R",552,"R",443,"R",80,"R",180,"R",0,"R",0,"R",180,"R",153,"R",85,"R",21
418782,"A",,"A",,"A",,"R",156,"R",1,"R",0,"R",155,"R",117,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
418870,"A",,"A",,"A",,"R",48,"Z",0,"Z",0,"R",48,"R",30,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
418889,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",17,"R",89,"R",24,"R",0,"Z",0,"R",24,"R",24,"R",100,"R",13
418913,"A",,"A",,"A",,"R",6,"Z",0,"Z",0,"R",6,"R",5,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",1
418968,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",5,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
419031,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",4,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
419095,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",14,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
419147,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",10,"R",83,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",5
419156,"A",,"A",,"A",,"R",5,"R",0,"Z",0,"R",5,"R",3,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
419183,"A",,"A",,"A",,"R",198,"R",0,"Z",0,"R",198,"R",154,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",26
419217,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
419226,"A",,"A",,"A",,"R",183,"R",1,"R",0,"R",182,"R",159,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
419235,"A",,"A",,"A",,"R",69,"R",6,"R",0,"R",63,"R",53,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
419244,"A",,"A",,"A",,"R",47,"R",0,"R",0,"R",47,"R",32,"R",68,"R",6,"R",0,"R",0,"R",6,"R",3,"R",50,"R",12
419253,"A",,"A",,"A",,"R",39,"R",0,"R",0,"R",39,"R",32,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
419271,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
419280,"A",,"A",,"A",,"R",2,"R",0,"Z",0,"R",2,"R",1,"R",50,"R",4,"R",0,"Z",0,"R",4,"R",2,"R",50,"R",13
419314,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
419332,"A",,"A",,"A",,"R",8,"R",0,"Z",0,"R",8,"R",7,"R",88,"R",4,"R",0,"Z",0,"R",4,"R",3,"R",75,"R",10
419341,"R",19,"R",29,"R",66,"R",14,"R",0,"R",0,"R",14,"R",11,"R",79,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",8
419411,"A",,"A",,"A",,"R",43,"R",0,"Z",0,"R",43,"R",33,"R",77,"R",33,"R",0,"Z",0,"R",33,"R",25,"R",76,"R",15
419420,"A",,"A",,"A",,"R",18,"R",0,"R",0,"R",18,"R",13,"R",72,"R",25,"R",0,"R",0,"R",25,"R",17,"R",68,"R",13
419457,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",8,"Z",0,"Z",0,"R",8,"R",1,"R",13,"R",5
419484,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",5,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
419633,"A",,"A",,"A",,"R",26,"R",0,"R",0,"R",26,"R",20,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
419660,"A",,"A",,"A",,"R",168,"R",0,"Z",0,"R",168,"R",116,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
419703,"A",,"A",,"A",,"R",274,"R",0,"R",0,"R",274,"R",200,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
419712,"A",,"A",,"A",,"R",87,"R",0,"R",0,"R",87,"R",71,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
419721,"A",,"A",,"A",,"R",129,"R",0,"R",0,"R",129,"R",93,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
420006,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
420024,"R",37,"R",49,"R",76,"R",36,"R",0,"R",0,"R",36,"R",13,"R",36,"R",15,"R",0,"R",0,"R",15,"R",4,"R",27,"R",14
420042,"A",,"A",,"A",,"R",4,"R",0,"Z",0,"R",4,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",23
420103,"A",,"A",,"A",,"R",56,"R",0,"Z",0,"R",56,"R",45,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
420130,"A",,"A",,"A",,"R",42,"R",1,"R",0,"R",41,"R",29,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
420255,"A",,"A",,"A",,"R",35,"R",0,"R",0,"R",35,"R",30,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
420307,"A",,"A",,"A",,"R",7,"R",0,"Z",0,"R",7,"R",2,"R",29,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",15
420316,"A",,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",1,"R",0,"Z",0,"R",1,"R",1,"R",100,"R",9
420325,"R",10,"R",16,"R",63,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
420343,"A",,"A",,"A",,"R",250,"R",0,"R",0,"R",250,"R",205,"R",82,"R",99,"R",0,"R",0,"R",99,"R",75,"R",76,"R",23
420370,"A",,"A",,"A",,"R",119,"R",2,"Z",0,"R",117,"R",71,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
420398,"R",1227,"R",3599,"R",34,"R",1308,"Z",0,"Z",0,"R",1308,"R",886,"R",68,"R",1503,"Z",0,"Z",0,"R",1503,"R",740,"R",49,"R",29
420431,"R",79,"R",624,"R",13,"R",111,"R",0,"Z",0,"R",111,"R",58,"R",52,"R",206,"R",0,"Z",0,"R",206,"R",97,"R",47,"R",9
420440,"R",122,"R",813,"R",15,"R",124,"R",0,"R",0,"R",124,"R",74,"R",60,"R",149,"R",0,"R",0,"R",149,"R",65,"R",44,"R",14
420459,"A",,"A",,"A",,"R",46,"R",0,"Z",0,"R",46,"R",4,"R",9,"R",16,"R",0,"Z",0,"R",16,"R",3,"R",19,"R",13
420468,"A",,"A",,"A",,"R",191,"R",0,"R",0,"R",191,"R",123,"R",64,"R",87,"R",0,"R",0,"R",87,"R",75,"R",86,"R",13
420538,"R",194,"R",570,"R",34,"R",180,"R",2,"R",0,"R",178,"R",110,"R",62,"R",73,"R",2,"R",0,"R",71,"R",32,"R",45,"R",16
420556,"R",116,"R",317,"R",37,"R",71,"R",0,"Z",0,"R",71,"R",39,"R",55,"R",104,"Z",0,"Z",0,"R",104,"R",26,"R",25,"R",14
420574,"R",483,"R",972,"R",50,"R",483,"R",7,"R",0,"R",476,"R",404,"R",85,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",19
420608,"A",,"A",,"A",,"R",11,"R",0,"Z",0,"R",11,"R",10,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",30
420723,"R",70,"R",117,"R",60,"R",44,"R",0,"R",0,"R",44,"R",14,"R",32,"R",38,"R",1,"R",0,"R",37,"R",8,"R",22,"R",9
420866,"R",1,"R",8,"R",13,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
420981,"A",,"A",,"A",,"R",173,"R",0,"R",0,"R",173,"R",138,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
421513,"R",5,"R",25,"R",20,"R",8,"Z",0,"Z",0,"R",8,"R",2,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
421540,"A",,"A",,"A",,"R",27,"R",0,"R",0,"R",27,"R",26,"R",96,"R",173,"R",0,"R",0,"R",173,"R",170,"R",98,"R",11
421559,"A",,"A",,"A",,"R",34,"Z",0,"Z",0,"R",34,"R",32,"R",94,"R",97,"Z",0,"Z",0,"R",97,"R",90,"R",93,"R",12
421610,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",9,"R",90,"R",4,"Z",0,"Z",0,"R",4,"R",3,"R",75,"R",10
421665,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
421708,"A",,"A",,"A",,"R",193,"R",0,"R",0,"R",193,"R",150,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
421717,"A",,"A",,"A",,"R",16,"Z",0,"Z",0,"R",16,"R",14,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
421771,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
421832,"R",79,"R",91,"R",87,"R",45,"R",1,"R",0,"R",44,"R",24,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
421841,"R",76,"R",115,"R",66,"R",103,"R",0,"R",0,"R",103,"R",83,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
421878,"R",63,"R",72,"R",88,"R",56,"R",0,"R",0,"R",56,"R",45,"R",80,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"R",12
421896,"A",,"A",,"A",,"R",107,"R",0,"Z",0,"R",107,"R",86,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
422190,"A",,"A",,"A",,"R",22,"R",0,"R",0,"R",22,"R",4,"R",18,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",25
422695,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
422835,"A",,"A",,"A",,"R",46,"R",0,"R",0,"R",46,"R",37,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
423120,"A",,"A",,"A",,"R",316,"R",0,"R",0,"R",316,"R",276,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"R",45
423397,"A",,"A",,"A",,"R",15,"R",0,"Z",0,"R",15,"R",14,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
423652,"R",61,"R",160,"R",38,"R",40,"R",0,"R",0,"R",40,"R",26,"R",65,"R",35,"R",0,"R",0,"R",35,"R",10,"R",29,"R",11
423980,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",31
425250,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",6,"R",75,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",9
425889,"A",,"A",,"A",,"R",74,"R",0,"R",0,"R",74,"R",50,"R",68,"R",18,"R",0,"R",0,"R",18,"R",16,"R",89,"R",18
425986,"A",,"A",,"A",,"R",53,"R",0,"R",0,"R",53,"R",29,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
426314,"A",,"A",,"A",,"R",65,"R",0,"R",0,"R",65,"R",40,"R",62,"R",306,"R",0,"R",0,"R",306,"R",125,"R",41,"R",13
427308,"A",,"A",,"A",,"R",122,"Z",0,"Z",0,"R",122,"R",93,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
427335,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
427894,"A",,"A",,"A",,"R",8,"Z",0,"Z",0,"R",8,"R",7,"R",88,"R",25,"Z",0,"Z",0,"R",25,"R",21,"R",84,"R",28
427919,"A",,"A",,"A",,"R",15,"Z",0,"Z",0,"R",15,"R",14,"R",93,"R",18,"Z",0,"Z",0,"R",18,"R",4,"R",22,"R",10
427973,"A",,"A",,"A",,"R",38,"R",0,"R",0,"R",38,"R",22,"R",58,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",14
427982,"R",16,"R",41,"R",39,"R",39,"Z",0,"Z",0,"R",39,"R",18,"R",46,"R",6,"Z",0,"Z",0,"R",6,"R",5,"R",83,"R",7
427991,"A",,"A",,"A",,"R",277,"R",0,"R",0,"R",277,"R",174,"R",63,"R",44,"R",0,"R",0,"R",44,"R",18,"R",41,"R",19
428000,"A",,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
428019,"A",,"A",,"A",,"R",26,"R",0,"R",0,"R",26,"R",22,"R",85,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
428055,"A",,"A",,"A",,"R",65,"R",0,"R",0,"R",65,"R",47,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
428073,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",5,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
428125,"A",,"A",,"A",,"R",21,"R",0,"R",0,"R",21,"R",17,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
428143,"A",,"A",,"A",,"R",71,"R",0,"R",0,"R",71,"R",60,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
428170,"R",177,"R",410,"R",43,"R",238,"R",0,"Z",0,"R",238,"R",186,"R",78,"R",134,"R",0,"Z",0,"R",134,"R",77,"R",57,"R",5
428259,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",11
428268,"R",5,"R",34,"R",15,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",6,"Z",0,"Z",0,"R",6,"R",1,"R",17,"R",10
